Country,Year,Subject Area,Number of Documents
Indonesia,2018,MEDI,14
Indonesia,2018,MULT,1
Indonesia,2018,NEUR,1
Indonesia,2018,NURS,3
Indonesia,2018,PHAR,1
Indonesia,2018,PHYS,1
Indonesia,2018,SOCI,1
Iran,2018,ENGI,20
Iran,2018,HEAL,1
Iran,2018,MEDI,2
Iran,2018,MULT,1
Iran,2018,NEUR,1
Iran,2018,PHYS,127
Iraq,2018,NEUR,1
Ireland,2018,EART,1
Ireland,2018,ENGI,19
Ireland,2018,MEDI,1
Ireland,2018,NEUR,1
Ireland,2018,PHYS,128
Israel,2018,EART,1
Israel,2018,MEDI,2
Israel,2018,PHYS,1
Israel,2018,PSYC,1
Italy,2018,BIOC,3
Italy,2018,CHEM,1
Italy,2018,EART,1
Italy,2018,ENGI,19
Italy,2018,ENVI,2
Italy,2018,IMMU,1
Italy,2018,MATH,1
Italy,2018,MEDI,6
Italy,2018,MULT,1
Italy,2018,NEUR,2
Italy,2018,PHAR,1
Italy,2018,PHYS,133
Italy,2018,PSYC,1
Italy,2018,VETE,1
Jamaica,2018,HEAL,1
Japan,2018,AGRI,10
Japan,2018,BIOC,29
Japan,2018,CENG,13
Japan,2018,CHEM,23
Japan,2018,COMP,13
Japan,2018,DENT,3
Japan,2018,EART,11
Japan,2018,ENER,6
Japan,2018,ENGI,16
Japan,2018,ENVI,10
Japan,2018,HEAL,1
Japan,2018,IMMU,11
Japan,2018,MATE,24
Japan,2018,MATH,3
Japan,2018,MEDI,35
Japan,2018,MULT,12
Japan,2018,NEUR,5
Japan,2018,PHAR,6
Japan,2018,PHYS,25
Japan,2018,SOCI,2
Japan,2018,VETE,1
Jordan,2018,HEAL,1
Kenya,2018,MEDI,2
Kenya,2018,MULT,1
Kuwait,2018,HEAL,1
Laos,2018,ENGI,1
Laos,2018,ENVI,1
Latvia,2018,ENGI,17
Latvia,2018,PHYS,127
Lebanon,2018,HEAL,1
Lebanon,2018,MEDI,1
Lithuania,2018,ENGI,19
Lithuania,2018,PHYS,127
Luxembourg,2018,MEDI,1
Malawi,2018,MEDI,1
Malaysia,2018,AGRI,7
Malaysia,2018,BIOC,2
Malaysia,2018,CENG,2
Malaysia,2018,CHEM,3
Malaysia,2018,EART,1
Malaysia,2018,ENER,1
Malaysia,2018,ENGI,20
Malaysia,2018,ENVI,3
Malaysia,2018,HEAL,1
Malaysia,2018,IMMU,1
Malaysia,2018,MATH,1
Malaysia,2018,MEDI,22
Malaysia,2018,MULT,5
Malaysia,2018,NEUR,2
Malaysia,2018,PHAR,1
Malaysia,2018,PHYS,128
Malaysia,2018,SOCI,2
Malaysia,2018,VETE,2
Malta,2018,HEAL,1
Mexico,2018,ENGI,19
Mexico,2018,ENVI,2
Mexico,2018,MEDI,2
Mexico,2018,NEUR,1
Mexico,2018,PHYS,129
Morocco,2018,BIOC,1
Morocco,2018,MEDI,1
Morocco,2018,PHYS,1
Mozambique,2018,MEDI,1
Myanmar,2018,BIOC,1
Myanmar,2018,COMP,1
Myanmar,2018,MEDI,4
Myanmar,2018,MULT,1
Nepal,2018,IMMU,1
Netherlands,2018,AGRI,1
Netherlands,2018,BIOC,5
Netherlands,2018,DENT,1
Netherlands,2018,HEAL,1
Netherlands,2018,IMMU,2
Netherlands,2018,MATH,1
Netherlands,2018,MEDI,14
Netherlands,2018,NEUR,9
Netherlands,2018,PHAR,4
Netherlands,2018,PHYS,6
Netherlands,2018,PSYC,1
Netherlands,2018,SOCI,4
New Zealand,2018,AGRI,1
New Zealand,2018,ARTS,1
New Zealand,2018,BUSI,1
New Zealand,2018,EART,1
New Zealand,2018,ENGI,20
New Zealand,2018,HEAL,2
New Zealand,2018,PHYS,130
Nigeria,2018,AGRI,6
Nigeria,2018,ENER,1
Nigeria,2018,HEAL,1
Nigeria,2018,MEDI,2
Nigeria,2018,VETE,2
North Macedonia,2018,HEAL,1
Norway,2018,EART,1
Norway,2018,ENVI,1
Norway,2018,HEAL,1
Norway,2018,MEDI,1
Norway,2018,NEUR,3
Norway,2018,PHYS,1
Pakistan,2018,BIOC,1
Pakistan,2018,BUSI,1
Pakistan,2018,CHEM,1
Pakistan,2018,ENGI,19
Pakistan,2018,ENVI,1
Pakistan,2018,IMMU,1
Pakistan,2018,MATE,1
Pakistan,2018,MEDI,6
Pakistan,2018,PHYS,127
Pakistan,2018,PSYC,1
Palestine,2018,PHYS,1
Panama,2018,AGRI,1
Papua New Guinea,2018,MEDI,1
Paraguay,2018,BIOC,1
Peru,2018,BIOC,2
Peru,2018,MEDI,1
Philippines,2018,BIOC,1
Philippines,2018,ENVI,1
Philippines,2018,MEDI,12
Philippines,2018,NEUR,3
Poland,2018,AGRI,2
Poland,2018,BIOC,2
Poland,2018,CHEM,1
Poland,2018,ENGI,20
Poland,2018,HEAL,1
Poland,2018,MEDI,4
Poland,2018,NEUR,1
Poland,2018,PHAR,6
Poland,2018,PHYS,130
Portugal,2018,BIOC,1
Portugal,2018,ENGI,19
Portugal,2018,ENVI,1
Portugal,2018,HEAL,2
Portugal,2018,PHYS,127
Puerto Rico,2018,ENGI,19
Puerto Rico,2018,MEDI,1
Puerto Rico,2018,PHYS,127
Qatar,2018,HEAL,1
Qatar,2018,PHYS,121
Romania,2018,DENT,1
Romania,2018,ENGI,2
Romania,2018,MEDI,2
Romania,2018,PHYS,1
Russian Federation,2018,AGRI,2
Russian Federation,2018,ENGI,19
Russian Federation,2018,ENVI,2
Russian Federation,2018,MATH,1
Russian Federation,2018,MEDI,3
Russian Federation,2018,NEUR,1
Russian Federation,2018,PHYS,131
Russian Federation,2018,PSYC,1
Saudi Arabia,2018,BIOC,1
Saudi Arabia,2018,CHEM,1
Saudi Arabia,2018,DENT,1
Saudi Arabia,2018,ENVI,1
Saudi Arabia,2018,HEAL,1
Saudi Arabia,2018,MEDI,1
Saudi Arabia,2018,NEUR,1
Saudi Arabia,2018,PHYS,70
Serbia,2018,BIOC,1
Serbia,2018,ENGI,19
Serbia,2018,HEAL,1
Serbia,2018,MEDI,2
Serbia,2018,PHYS,127
Sierra Leone,2018,BIOC,1
Singapore,2018,AGRI,3
Singapore,2018,BIOC,2
Singapore,2018,EART,1
Singapore,2018,ENGI,2
Singapore,2018,ENVI,1
Singapore,2018,IMMU,1
Singapore,2018,MEDI,23
Singapore,2018,MULT,2
Singapore,2018,NEUR,2
Singapore,2018,SOCI,1
Slovakia,2018,BIOC,1
Slovakia,2018,CENG,1
Slovakia,2018,CHEM,1
Slovakia,2018,MATE,1
Slovakia,2018,MATH,1
Slovakia,2018,PHYS,2
Slovenia,2018,NEUR,2
Slovenia,2018,PHYS,1
Somalia,2018,MULT,1
South Africa,2018,AGRI,1
South Africa,2018,BIOC,1
South Africa,2018,EART,2
South Africa,2018,MEDI,3
South Africa,2018,PHYS,2
South Africa,2018,SOCI,3
South Korea,2018,AGRI,3
South Korea,2018,BIOC,7
South Korea,2018,CENG,2
South Korea,2018,CHEM,1
South Korea,2018,COMP,1
South Korea,2018,ENGI,20
South Korea,2018,ENVI,2
South Korea,2018,IMMU,1
South Korea,2018,MATE,1
South Korea,2018,MEDI,23
South Korea,2018,MULT,1
South Korea,2018,PHAR,1
South Korea,2018,PHYS,130
South Korea,2018,SOCI,1
South Sudan,2018,ENVI,1
Spain,2018,ARTS,1
Spain,2018,BIOC,2
Spain,2018,CHEM,1
Spain,2018,EART,1
Spain,2018,ENGI,19
Spain,2018,ENVI,2
Spain,2018,HEAL,1
Spain,2018,MATE,1
Spain,2018,MEDI,10
Spain,2018,NEUR,1
Spain,2018,PHYS,130
Spain,2018,PSYC,1
Spain,2018,SOCI,1
Sri Lanka,2018,BIOC,1
Sri Lanka,2018,ENGI,1
Sri Lanka,2018,MEDI,1
Sri Lanka,2018,NEUR,1
Sri Lanka,2018,PHYS,99
Sudan,2018,MULT,1
Sweden,2018,AGRI,1
Sweden,2018,BIOC,3
Sweden,2018,DENT,2
Sweden,2018,EART,1
Sweden,2018,ENVI,1
Sweden,2018,MATE,3
Sweden,2018,MEDI,5
Sweden,2018,MULT,3
Sweden,2018,NEUR,2
Sweden,2018,NURS,1
Sweden,2018,PHYS,4
Switzerland,2018,CENG,1
Switzerland,2018,CHEM,1
Switzerland,2018,DENT,1
Switzerland,2018,EART,2
Switzerland,2018,ENGI,21
Switzerland,2018,ENVI,2
Switzerland,2018,IMMU,1
Switzerland,2018,MATE,1
Switzerland,2018,MATH,1
Switzerland,2018,MEDI,10
Switzerland,2018,NEUR,1
Switzerland,2018,PHYS,129
Taiwan,2018,BIOC,3
Taiwan,2018,CHEM,2
Taiwan,2018,ENGI,20
Taiwan,2018,MATE,1
Taiwan,2018,MATH,1
Taiwan,2018,MEDI,14
Taiwan,2018,NEUR,1
Taiwan,2018,PHAR,1
Taiwan,2018,PHYS,131
Taiwan,2018,SOCI,3
Thailand,2018,AGRI,125
Thailand,2018,ARTS,12
Thailand,2018,BIOC,199
Thailand,2018,BUSI,37
Thailand,2018,CENG,93
Thailand,2018,CHEM,175
Thailand,2018,COMP,142
Thailand,2018,DECI,3
Thailand,2018,DENT,32
Thailand,2018,EART,43
Thailand,2018,ECON,13
Thailand,2018,ENER,52
Thailand,2018,ENGI,149
Thailand,2018,ENVI,95
Thailand,2018,HEAL,15
Thailand,2018,IMMU,86
Thailand,2018,MATE,163
Thailand,2018,MATH,36
Thailand,2018,MEDI,519
Thailand,2018,MULT,66
Thailand,2018,NEUR,48
Thailand,2018,NURS,20
Thailand,2018,PHAR,71
Thailand,2018,PHYS,224
Thailand,2018,PSYC,16
Thailand,2018,SOCI,86
Thailand,2018,VETE,24
Tunisia,2018,ENVI,1
Turkey,2018,ENGI,20
Turkey,2018,HEAL,1
Turkey,2018,MATE,1
Turkey,2018,MEDI,1
Turkey,2018,PHYS,127
Uganda,2018,MEDI,4
Ukraine,2018,ENGI,19
Ukraine,2018,MEDI,1
Ukraine,2018,PHYS,127
United Arab Emirates,2018,BIOC,1
United Arab Emirates,2018,EART,1
United Arab Emirates,2018,HEAL,1
United Arab Emirates,2018,PHYS,1
United Kingdom,2018,AGRI,11
United Kingdom,2018,ARTS,1
United Kingdom,2018,BIOC,10
United Kingdom,2018,CENG,3
United Kingdom,2018,CHEM,3
United Kingdom,2018,EART,2
United Kingdom,2018,ECON,3
United Kingdom,2018,ENGI,23
United Kingdom,2018,ENVI,2
United Kingdom,2018,HEAL,2
United Kingdom,2018,IMMU,2
United Kingdom,2018,MATE,1
United Kingdom,2018,MATH,1
United Kingdom,2018,MEDI,31
United Kingdom,2018,MULT,4
United Kingdom,2018,NEUR,14
United Kingdom,2018,PHAR,8
United Kingdom,2018,PHYS,140
United Kingdom,2018,PSYC,7
United Kingdom,2018,SOCI,5
United Kingdom,2018,VETE,2
United States,2018,AGRI,14
United States,2018,BIOC,38
United States,2018,BUSI,2
United States,2018,CENG,10
United States,2018,CHEM,12
United States,2018,COMP,6
United States,2018,DECI,1
United States,2018,DENT,3
United States,2018,EART,2
United States,2018,ECON,3
United States,2018,ENER,4
United States,2018,ENGI,25
United States,2018,ENVI,10
United States,2018,HEAL,3
United States,2018,IMMU,16
United States,2018,MATE,4
United States,2018,MATH,8
United States,2018,MEDI,145
United States,2018,MULT,7
United States,2018,NEUR,7
United States,2018,NURS,3
United States,2018,PHAR,7
United States,2018,PHYS,155
United States,2018,PSYC,1
United States,2018,SOCI,6
United States,2018,VETE,3
Uzbekistan,2018,PHYS,12
Venezuela,2018,MEDI,1
Viet Nam,2018,AGRI,1
Viet Nam,2018,BIOC,4
Viet Nam,2018,CHEM,3
Viet Nam,2018,EART,1
Viet Nam,2018,ENVI,3
Viet Nam,2018,MATE,4
Viet Nam,2018,MEDI,8
Viet Nam,2018,MULT,1
Viet Nam,2018,NURS,1
Viet Nam,2018,PHAR,1
Zambia,2018,MEDI,1
Zimbabwe,2018,MEDI,1
Algeria,2019,CHEM,1
Algeria,2019,MEDI,1
Argentina,2019,AGRI,1
Argentina,2019,CENG,1
Argentina,2019,MEDI,2
Argentina,2019,PHYS,1
Armenia,2019,ENGI,21
Armenia,2019,MEDI,4
Armenia,2019,PHYS,95
Australia,2019,AGRI,3
Australia,2019,BIOC,10
Australia,2019,BUSI,2
Australia,2019,CHEM,6
Australia,2019,COMP,1
Australia,2019,DENT,1
Australia,2019,EART,1
Australia,2019,ECON,2
Australia,2019,ENER,4
Australia,2019,ENGI,3
Australia,2019,ENVI,3
Australia,2019,HEAL,1
Australia,2019,IMMU,6
Australia,2019,MATE,3
Australia,2019,MEDI,55
Australia,2019,MULT,2
Australia,2019,NEUR,16
Australia,2019,NURS,2
Australia,2019,PHAR,4
Australia,2019,PHYS,57
Australia,2019,PSYC,3
Australia,2019,SOCI,6
Australia,2019,VETE,1
Austria,2019,AGRI,2
Austria,2019,BIOC,1
Austria,2019,CHEM,3
Austria,2019,EART,1
Austria,2019,ENGI,21
Austria,2019,ENVI,1
Austria,2019,MATE,1
Austria,2019,MEDI,4
Austria,2019,MULT,2
Austria,2019,PHAR,2
Austria,2019,PHYS,95
Azerbaijan,2019,PHYS,1
Bahrain,2019,BUSI,1
Bahrain,2019,MEDI,1
Bangladesh,2019,ENVI,2
Bangladesh,2019,IMMU,1
Bangladesh,2019,MEDI,7
Bangladesh,2019,NEUR,1
Bangladesh,2019,PSYC,1
Belarus,2019,ENGI,21
Belarus,2019,PHYS,95
Belgium,2019,AGRI,2
Belgium,2019,BIOC,2
Belgium,2019,CENG,2
Belgium,2019,CHEM,1
Belgium,2019,ENGI,21
Belgium,2019,ENVI,1
Belgium,2019,IMMU,1
Belgium,2019,MEDI,16
Belgium,2019,MULT,4
Belgium,2019,PHYS,101
Belgium,2019,PSYC,1
Bhutan,2019,SOCI,1
Brazil,2019,AGRI,3
Brazil,2019,BIOC,4
Brazil,2019,CHEM,2
Brazil,2019,ENGI,21
Brazil,2019,ENVI,1
Brazil,2019,IMMU,5
Brazil,2019,MEDI,9
Brazil,2019,MULT,1
Brazil,2019,NEUR,3
Brazil,2019,NURS,1
Brazil,2019,PHAR,4
Brazil,2019,PHYS,97
Brunei Darussalam,2019,MEDI,2
Bulgaria,2019,BIOC,6
Bulgaria,2019,ENGI,21
Bulgaria,2019,MEDI,6
Bulgaria,2019,NEUR,11
Bulgaria,2019,NURS,1
Bulgaria,2019,PHAR,1
Bulgaria,2019,PHYS,96
Bulgaria,2019,PSYC,1
Cambodia,2019,AGRI,1
Cambodia,2019,CENG,1
Cambodia,2019,EART,1
Cambodia,2019,ENGI,3
Cambodia,2019,ENVI,1
Cambodia,2019,MEDI,12
Cameroon,2019,MEDI,2
Canada,2019,AGRI,2
Canada,2019,BIOC,2
Canada,2019,CENG,4
Canada,2019,CHEM,2
Canada,2019,EART,1
Canada,2019,ENER,4
Canada,2019,IMMU,1
Canada,2019,MEDI,34
Canada,2019,MULT,1
Canada,2019,NEUR,10
Canada,2019,PHAR,2
Canada,2019,PHYS,3
Canada,2019,PSYC,2
Canada,2019,SOCI,1
Chile,2019,CHEM,1
Chile,2019,ENGI,1
Chile,2019,MATE,3
Chile,2019,MEDI,3
Chile,2019,PHYS,4
China,2019,AGRI,10
China,2019,BIOC,6
China,2019,CENG,10
China,2019,CHEM,13
China,2019,COMP,3
China,2019,EART,4
China,2019,ECON,2
China,2019,ENER,8
China,2019,ENGI,27
China,2019,ENVI,5
China,2019,IMMU,1
China,2019,MATE,5
China,2019,MEDI,44
China,2019,MULT,3
China,2019,NEUR,1
China,2019,NURS,1
China,2019,PHAR,1
China,2019,PHYS,101
China,2019,SOCI,3
Colombia,2019,AGRI,1
Colombia,2019,EART,1
Colombia,2019,ENER,1
Colombia,2019,ENGI,21
Colombia,2019,PHYS,96
Cote d'Ivoire,2019,MEDI,1
Cote d'Ivoire,2019,PHAR,1
Croatia,2019,ENGI,21
Croatia,2019,MEDI,1
Croatia,2019,PHYS,95
Croatia,2019,PSYC,1
Cuba,2019,MEDI,1
Cyprus,2019,ENGI,21
Cyprus,2019,PHYS,95
Czech Republic,2019,AGRI,2
Czech Republic,2019,COMP,1
Czech Republic,2019,ENGI,21
Czech Republic,2019,MEDI,3
Czech Republic,2019,PHYS,95
Democratic Republic Congo,2019,MEDI,1
Denmark,2019,AGRI,4
Denmark,2019,BUSI,1
Denmark,2019,MEDI,6
Denmark,2019,PHYS,4
Dominican Republic,2019,MEDI,2
Ecuador,2019,ENGI,21
Ecuador,2019,PHYS,95
Egypt,2019,AGRI,1
Egypt,2019,CHEM,1
Egypt,2019,ENGI,21
Egypt,2019,MEDI,3
Egypt,2019,PHYS,96
Estonia,2019,ENGI,21
Estonia,2019,PHYS,95
Ethiopia,2019,MEDI,1
Ethiopia,2019,MULT,1
Finland,2019,AGRI,1
Finland,2019,BIOC,1
Finland,2019,COMP,1
Finland,2019,EART,1
Finland,2019,ENGI,21
Finland,2019,MEDI,2
Finland,2019,PHAR,1
Finland,2019,PHYS,96
France,2019,AGRI,5
France,2019,BIOC,9
France,2019,BUSI,1
France,2019,CENG,1
France,2019,CHEM,6
France,2019,COMP,1
France,2019,EART,1
France,2019,ENER,1
France,2019,ENGI,24
France,2019,ENVI,4
France,2019,IMMU,3
France,2019,MATE,3
France,2019,MATH,3
France,2019,MEDI,12
France,2019,MULT,4
France,2019,NEUR,1
France,2019,PHAR,3
France,2019,PHYS,99
France,2019,VETE,1
Georgia,2019,ENGI,21
Georgia,2019,MEDI,1
Georgia,2019,PHYS,96
Germany,2019,AGRI,3
Germany,2019,ARTS,1
Germany,2019,BIOC,8
Germany,2019,CENG,4
Germany,2019,CHEM,5
Germany,2019,COMP,4
Germany,2019,ENER,1
Germany,2019,ENGI,21
Germany,2019,ENVI,2
Germany,2019,HEAL,1
Germany,2019,IMMU,2
Germany,2019,MATE,3
Germany,2019,MEDI,17
Germany,2019,MULT,3
Germany,2019,NEUR,4
Germany,2019,PHAR,1
Germany,2019,PHYS,99
Germany,2019,SOCI,1
Ghana,2019,BIOC,1
Ghana,2019,ENGI,1
Greece,2019,ENGI,21
Greece,2019,IMMU,1
Greece,2019,MEDI,5
Greece,2019,PHAR,1
Greece,2019,PHYS,98
Honduras,2019,MEDI,1
Hong Kong,2019,BIOC,3
Hong Kong,2019,DENT,3
Hong Kong,2019,IMMU,1
Hong Kong,2019,MEDI,23
Hong Kong,2019,PHYS,1
Hungary,2019,ENGI,21
Hungary,2019,ENVI,1
Hungary,2019,MEDI,1
Hungary,2019,PHYS,95
Hungary,2019,PSYC,1
Iceland,2019,AGRI,1
Iceland,2019,CHEM,1
Iceland,2019,PHAR,1
India,2019,AGRI,2
India,2019,BIOC,4
India,2019,BUSI,1
India,2019,CENG,2
India,2019,CHEM,7
India,2019,COMP,2
India,2019,EART,1
India,2019,ENER,3
India,2019,ENGI,21
India,2019,ENVI,7
India,2019,IMMU,2
India,2019,MATE,5
India,2019,MATH,1
India,2019,MEDI,34
India,2019,NEUR,2
India,2019,PHYS,97
India,2019,SOCI,1
Indonesia,2019,AGRI,2
Indonesia,2019,BIOC,8
Indonesia,2019,BUSI,2
Indonesia,2019,CHEM,2
Indonesia,2019,EART,2
Indonesia,2019,ENGI,1
Indonesia,2019,IMMU,1
Indonesia,2019,MATE,2
Indonesia,2019,MEDI,21
Indonesia,2019,MULT,1
Indonesia,2019,PHAR,3
Indonesia,2019,PHYS,1
Indonesia,2019,SOCI,2
Indonesia,2019,VETE,2
Iran,2019,AGRI,3
Iran,2019,BIOC,2
Iran,2019,CHEM,1
Iran,2019,COMP,1
Iran,2019,EART,1
Iran,2019,ENER,5
Iran,2019,ENGI,22
Iran,2019,ENVI,1
Iran,2019,IMMU,1
Iran,2019,MEDI,4
Iran,2019,MULT,1
Iran,2019,PHYS,96
Iraq,2019,BIOC,1
Iraq,2019,BUSI,1
Iraq,2019,ENVI,2
Iraq,2019,MATE,1
Iraq,2019,MEDI,1
Iraq,2019,NEUR,1
Ireland,2019,ENGI,21
Ireland,2019,ENVI,1
Ireland,2019,MATE,1
Ireland,2019,MEDI,1
Ireland,2019,MULT,1
Ireland,2019,PHYS,95
Ireland,2019,SOCI,1
Israel,2019,BIOC,1
Israel,2019,ENVI,1
Israel,2019,MEDI,1
Israel,2019,PHAR,1
Israel,2019,PHYS,2
Israel,2019,PSYC,1
Italy,2019,AGRI,1
Italy,2019,BIOC,2
Italy,2019,CENG,1
Italy,2019,COMP,1
Italy,2019,ENGI,21
