filename,dc_title,affiliation_country,srctype,eid,prism_coverDate,prism_aggregationType,subtypeDescription,subject_area_name,subject_area_code,subject_area_abbrev,publicationName,source_id,citedby_count,subtype,prism_doi,dc_identifier,dc_publisher
201800016,Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Thailand,j,2-s2.0-85059160526,2018-12-20T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,13,ar,10.1103/PhysRevLett.121.256403,SCOPUS_ID:85059160526,American Physical Societyrevtex@aps.org
201800016,Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,United Kingdom,j,2-s2.0-85059160526,2018-12-20T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,13,ar,10.1103/PhysRevLett.121.256403,SCOPUS_ID:85059160526,American Physical Societyrevtex@aps.org
201800016,Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,United States,j,2-s2.0-85059160526,2018-12-20T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,13,ar,10.1103/PhysRevLett.121.256403,SCOPUS_ID:85059160526,American Physical Societyrevtex@aps.org
201800017,Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Chile,j,2-s2.0-85058392278,2018-12-20T00:00:00.000Z,Journal,Article,Environmental Chemistry,2304,ENVI,ChemSusChem,12000154478,105,ar,10.1002/cssc.201802284,SCOPUS_ID:85058392278,Wiley-VCH Verlaginfo@wiley-vch.de
201800017,Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,China,j,2-s2.0-85058392278,2018-12-20T00:00:00.000Z,Journal,Article,Environmental Chemistry,2304,ENVI,ChemSusChem,12000154478,105,ar,10.1002/cssc.201802284,SCOPUS_ID:85058392278,Wiley-VCH Verlaginfo@wiley-vch.de
201800017,Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Thailand,j,2-s2.0-85058392278,2018-12-20T00:00:00.000Z,Journal,Article,Environmental Chemistry,2304,ENVI,ChemSusChem,12000154478,105,ar,10.1002/cssc.201802284,SCOPUS_ID:85058392278,Wiley-VCH Verlaginfo@wiley-vch.de
201800018,Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Thailand,j,2-s2.0-85054885984,2018-12-20T00:00:00.000Z,Journal,Article,"Renewable Energy, Sustainability and the Environment",2105,ENER,Journal of Cleaner Production,19167,30,ar,10.1016/j.jclepro.2018.09.159,SCOPUS_ID:85054885984,Elsevier Ltd
201800019,"The dynamic linkage among the size, growth and profitability of listed companies in the ASEAN-4 countries",Thailand,j,2-s2.0-85063732788,2018-12-19T00:00:00.000Z,Journal,Article,Management Information Systems,1404,BUSI,Contemporary Management Research,21100902638,0,ar,10.7903/cmr.18579,SCOPUS_ID:85063732788,Academy of Taiwan Information Systems Researchwangson@mail.ntpu.edu.tw
201800020,Different natures of sub-gap states in 135-CIGS/112-CIGS and 112-CIGS/135-CIGS heterostructures investigated by photoluminescence technique,Thailand,p,2-s2.0-85059484399,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,1,cp,10.1088/1742-6596/1144/1/012058,SCOPUS_ID:85059484399,Institute of Physics Publishinghelen.craven@iop.org
201800021,Optical properties of CsI:Tl crystals grown using different precursors purities,Thailand,p,2-s2.0-85059480239,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,2,cp,10.1088/1742-6596/1144/1/012105,SCOPUS_ID:85059480239,Institute of Physics Publishinghelen.craven@iop.org
201800022,CIGS thin film solar cells with graded-band gap fabricated by CIS/CGS bilayer and CGS/CIS/CGS trilayer systems,Thailand,p,2-s2.0-85059476683,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,5,cp,10.1088/1742-6596/1144/1/012069,SCOPUS_ID:85059476683,Institute of Physics Publishinghelen.craven@iop.org
201800023,Machine Learning system mimicking student's choice in Particle Data Analysis laboratory activity,Thailand,p,2-s2.0-85059474991,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,0,cp,10.1088/1742-6596/1144/1/012031,SCOPUS_ID:85059474991,Institute of Physics Publishinghelen.craven@iop.org
201800024,Effects of global and local rewiring on SIS epidemic adaptive networks,Thailand,p,2-s2.0-85059473929,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,1,cp,10.1088/1742-6596/1144/1/012080,SCOPUS_ID:85059473929,Institute of Physics Publishinghelen.craven@iop.org
201800025,Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Thailand,p,2-s2.0-85059465253,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,3,cp,10.1088/1742-6596/1144/1/012084,SCOPUS_ID:85059465253,Institute of Physics Publishinghelen.craven@iop.org
201800026,Shielding the Earth Magnetic Field using Spherical Coils,Thailand,p,2-s2.0-85059463569,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,1,cp,10.1088/1742-6596/1144/1/012092,SCOPUS_ID:85059463569,Institute of Physics Publishinghelen.craven@iop.org
201800027,EMF Shielding of One Set of Circular Coils with Slight Distortion,Thailand,p,2-s2.0-85059461222,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,0,cp,10.1088/1742-6596/1144/1/012022,SCOPUS_ID:85059461222,Institute of Physics Publishinghelen.craven@iop.org
201800028,Evaluation of Thai students and teacher's attitudes in physics using Colorado Learning Attitudes about Science Survey (CLASS),Thailand,p,2-s2.0-85059452131,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,3,cp,10.1088/1742-6596/1144/1/012124,SCOPUS_ID:85059452131,Institute of Physics Publishinghelen.craven@iop.org
201800029,Cosmic-Ray Muons Detection by a Spark Chamber,Thailand,p,2-s2.0-85059450763,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,0,cp,10.1088/1742-6596/1144/1/012050,SCOPUS_ID:85059450763,Institute of Physics Publishinghelen.craven@iop.org
201800030,3D Information Retrieving of Concealing Surface beneath Opaque Resin Layer by Fast-Fourier Low Coherence Interferometer,Thailand,p,2-s2.0-85059450621,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,0,cp,10.1088/1742-6596/1144/1/012091,SCOPUS_ID:85059450621,Institute of Physics Publishinghelen.craven@iop.org
201800031,Mass-radius bounds in massive gravity models,Thailand,p,2-s2.0-85059443311,2018-12-19T00:00:00.000Z,Conference Proceeding,Conference Paper,Physics and Astronomy (all),3100,PHYS,Journal of Physics: Conference Series,130053,1,cp,10.1088/1742-6596/1144/1/012015,SCOPUS_ID:85059443311,Institute of Physics Publishinghelen.craven@iop.org
201800032,Identification of Pinocembrin as an Anti-Glycation Agent and α-Glucosidase Inhibitor from Fingerroot (Boesenbergia rotunda): The tentative structure–activity relationship towards Mg-trapping activity,Indonesia,j,2-s2.0-85058918074,2018-12-19T00:00:00.000Z,Journal,Article,Analytical Chemistry,1602,CHEM,Molecules,26370,24,ar,10.3390/molecules23123365,SCOPUS_ID:85058918074,MDPI AGPostfachBaselCH-4005indexing@mdpi.com
201800032,Identification of Pinocembrin as an Anti-Glycation Agent and α-Glucosidase Inhibitor from Fingerroot (Boesenbergia rotunda): The tentative structure–activity relationship towards Mg-trapping activity,Thailand,j,2-s2.0-85058918074,2018-12-19T00:00:00.000Z,Journal,Article,Analytical Chemistry,1602,CHEM,Molecules,26370,24,ar,10.3390/molecules23123365,SCOPUS_ID:85058918074,MDPI AGPostfachBaselCH-4005indexing@mdpi.com
201800033,Graceful exit for the cosmological constant damping scenario,Belgium,j,2-s2.0-85059409668,2018-12-15T00:00:00.000Z,Journal,Article,Physics and Astronomy (miscellaneous),3101,PHYS,Physical Review D,21100779241,7,ar,10.1103/PhysRevD.98.124031,SCOPUS_ID:85059409668,American Physical Societyrevtex@aps.org
201800033,Graceful exit for the cosmological constant damping scenario,Thailand,j,2-s2.0-85059409668,2018-12-15T00:00:00.000Z,Journal,Article,Physics and Astronomy (miscellaneous),3101,PHYS,Physical Review D,21100779241,7,ar,10.1103/PhysRevD.98.124031,SCOPUS_ID:85059409668,American Physical Societyrevtex@aps.org
201800034,Structural and transport phenomena of urocanate-based proton carrier in sulfonated poly(ether ether ketone) membrane composite,Malaysia,j,2-s2.0-85055723883,2018-12-15T00:00:00.000Z,Journal,Article,Condensed Matter Physics,3104,PHYS,"Journal of Polymer Science, Part B: Polymer Physics",25915,4,ar,10.1002/polb.24753,SCOPUS_ID:85055723883,John Wiley and Sons Inc.P.O.Box 18667NewarkNJ 07191-8667
201800034,Structural and transport phenomena of urocanate-based proton carrier in sulfonated poly(ether ether ketone) membrane composite,Thailand,j,2-s2.0-85055723883,2018-12-15T00:00:00.000Z,Journal,Article,Condensed Matter Physics,3104,PHYS,"Journal of Polymer Science, Part B: Polymer Physics",25915,4,ar,10.1002/polb.24753,SCOPUS_ID:85055723883,John Wiley and Sons Inc.P.O.Box 18667NewarkNJ 07191-8667
201800035,Simulation of control characteristics of liquid column vibration absorber using a quasi-elliptic flow path estimation method,Thailand,j,2-s2.0-85054676706,2018-12-15T00:00:00.000Z,Journal,Article,Civil and Structural Engineering,2205,ENGI,Engineering Structures,15652,3,ar,10.1016/j.engstruct.2018.09.088,SCOPUS_ID:85054676706,Elsevier Ltd
201800036,"Corrigendum to “Effects of salt on the LLE and tie-line data for furfuryl alcohol - n-butanol-water at T = 298.15 K” [J. Mol. Liq. 218 (2016) 50–58] (Effects of salt on the LLE and tie-line data for furfuryl alcohol — n-butanol–water at T=298.15K (2016) 218 (50–58), (S0167732215309028) (10.1016/j.molliq.2016.02.027))",Slovakia,j,2-s2.0-85053840080,2018-12-15T00:00:00.000Z,Journal,Erratum,"Electronic, Optical and Magnetic Materials",2504,MATE,Journal of Molecular Liquids,26965,1,er,10.1016/j.molliq.2018.08.156,SCOPUS_ID:85053840080,Elsevier B.V.
201800036,"Corrigendum to “Effects of salt on the LLE and tie-line data for furfuryl alcohol - n-butanol-water at T = 298.15 K” [J. Mol. Liq. 218 (2016) 50–58] (Effects of salt on the LLE and tie-line data for furfuryl alcohol — n-butanol–water at T=298.15K (2016) 218 (50–58), (S0167732215309028) (10.1016/j.molliq.2016.02.027))",Thailand,j,2-s2.0-85053840080,2018-12-15T00:00:00.000Z,Journal,Erratum,"Electronic, Optical and Magnetic Materials",2504,MATE,Journal of Molecular Liquids,26965,1,er,10.1016/j.molliq.2018.08.156,SCOPUS_ID:85053840080,Elsevier B.V.
201800037,Bacillus sp. strain M10 as a potential biocontrol agent protecting chili pepper and tomato fruits from anthracnose disease caused by Colletotrichum capsici,Thailand,j,2-s2.0-85051292687,2018-12-15T00:00:00.000Z,Journal,Article,Agronomy and Crop Science,1102,AGRI,BioControl,19217,16,ar,10.1007/s10526-018-9902-8,SCOPUS_ID:85051292687,Springer Netherlandsrbk@louisiana.edu
201800038,Finding impact factors for rejection of pull requests on GitHub,Thailand,p,2-s2.0-85063505074,2018-12-14T00:00:00.000Z,Conference Proceeding,Conference Paper,Software,1712,COMP,ACM International Conference Proceeding Series,11600154611,3,cp,10.1145/3301326.3301380,SCOPUS_ID:85063505074,Association for Computing Machineryacmhelp@acm.org
201800039,Performance analysis of machine learning techniques in intrusion detection,Thailand,p,2-s2.0-85063429603,2018-12-14T00:00:00.000Z,Conference Proceeding,Conference Paper,Software,1712,COMP,ACM International Conference Proceeding Series,11600154611,4,cp,10.1145/3301326.3301335,SCOPUS_ID:85063429603,Association for Computing Machineryacmhelp@acm.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Armenia,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Australia,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Austria,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Belarus,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Belgium,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Brazil,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Bulgaria,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,China,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Colombia,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Croatia,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Cyprus,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
201800040,Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at sNN =5.02 TeV Using Isolated Photon-Tagged Jets,Czech Republic,j,2-s2.0-85059112614,2018-12-14T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,39,ar,10.1103/PhysRevLett.121.242301,SCOPUS_ID:85059112614,American Physical Societyrevtex@aps.org
