filename,dc_title,affiliation_country,srctype,eid,prism_coverDate,prism_aggregationType,subtypeDescription,subject_area_name,subject_area_code,subject_area_abbrev,publicationName,source_id,citedby_count,subtype,prism_doi,dc_identifier,dc_publisher
202100003,Ontogeny and morphological diversity in immature mites (Part V) (Title page),New Zealand,j,2-s2.0-85127811920,2021-12-30T00:00:00.000Z,Journal,Article,"Ecology, Evolution, Behavior and Systematics",1105,AGRI,Zootaxa,4700151916,4,ar,10.11646/zootaxa.5086.1.1,SCOPUS_ID:85127811920,NLM (Medline)
202100003,Ontogeny and morphological diversity in immature mites (Part V) (Title page),Thailand,j,2-s2.0-85127811920,2021-12-30T00:00:00.000Z,Journal,Article,"Ecology, Evolution, Behavior and Systematics",1105,AGRI,Zootaxa,4700151916,4,ar,10.11646/zootaxa.5086.1.1,SCOPUS_ID:85127811920,NLM (Medline)
202100004,Improved Development Cycle for 8-bit FPGA-Based Soft-Macros Targeting Complex Algorithms,Thailand,j,2-s2.0-85126121321,2021-12-30T00:00:00.000Z,Journal,Article,Engineering (all),2200,ENGI,Engineering Journal,21100197000,0,ar,10.4186/EJ.2021.25.12.21,SCOPUS_ID:85126121321,"Chulalongkorn University, Faculty of Fine and Applied Arts"
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,Australia,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,France,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,Germany,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,Italy,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,Netherlands,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,South Africa,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,Spain,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,Thailand,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,Uganda,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,United Kingdom,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,United States,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100005,Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,Zimbabwe,j,2-s2.0-85122623065,2021-12-30T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,New England Journal of Medicine,15847,41,ar,10.1056/NEJMoa2108793,SCOPUS_ID:85122623065,Massachussetts Medical Society
202100006,Does proactive logistics management enhance business management? Czy proaktywne zarządzanie logistyką wzmacnia zarządzanie biznesem?,Myanmar,j,2-s2.0-85121871153,2021-12-30T00:00:00.000Z,Journal,Article,Business and International Management,1403,BUSI,Polish Journal of Management Studies,21100326278,0,ar,10.17512/pjms.2021.24.1.27,SCOPUS_ID:85121871153,Czestochowa University of Technology
202100006,Does proactive logistics management enhance business management? Czy proaktywne zarządzanie logistyką wzmacnia zarządzanie biznesem?,Thailand,j,2-s2.0-85121871153,2021-12-30T00:00:00.000Z,Journal,Article,Business and International Management,1403,BUSI,Polish Journal of Management Studies,21100326278,0,ar,10.17512/pjms.2021.24.1.27,SCOPUS_ID:85121871153,Czestochowa University of Technology
202100007,Hedging stocks in crises and market downturns with gold and bonds: Industry analysis,Thailand,j,2-s2.0-85100084326,2021-12-30T00:00:00.000Z,Journal,Article,"Business, Management and Accounting (all)",1400,BUSI,Asian Economic and Financial Review,21100894743,3,ar,10.18488/JOURNAL.AEFR.2021.111.1.16,SCOPUS_ID:85100084326,Asian Economic and Social Society
202100008,One-Step Hydrothermal Synthesis of Precious Metal-Doped Titanium Dioxide–Graphene Oxide Composites for Photocatalytic Conversion of CO2 to Ethanol,Thailand,j,2-s2.0-85122008669,2021-12-28T00:00:00.000Z,Journal,Article,Chemistry (all),1600,CHEM,ACS Omega,21100828963,8,ar,10.1021/acsomega.1c05799,SCOPUS_ID:85122008669,American Chemical Society
202100009,Impact of the polar optical phonon and alloy scattering on the charge-carrier mobilities of FA0.83Cs0.17Pb(I1−xBrx)3hybrid perovskites,Thailand,j,2-s2.0-85121856655,2021-12-28T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Chemistry Chemical Physics,27011,1,ar,10.1039/d1cp03698j,SCOPUS_ID:85121856655,Royal Society of Chemistry
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Armenia,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Australia,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Austria,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Belarus,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Belgium,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Brazil,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Bulgaria,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,China,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Colombia,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Croatia,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Cyprus,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Czech Republic,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Ecuador,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Egypt,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Estonia,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Finland,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,France,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Georgia,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Germany,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Greece,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Hungary,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,India,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Iran,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Ireland,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Italy,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Kuwait,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Latvia,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Lithuania,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Malaysia,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Mexico,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Montenegro,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,New Zealand,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Pakistan,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Poland,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Portugal,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Puerto Rico,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Qatar,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Russian Federation,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Serbia,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,South Korea,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Spain,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Sri Lanka,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Switzerland,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Taiwan,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Thailand,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Turkey,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,Ukraine,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,United Kingdom,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
202100010,Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,United States,j,2-s2.0-85123372703,2021-12-24T00:00:00.000Z,Journal,Article,Physics and Astronomy (all),3100,PHYS,Physical Review Letters,29150,14,ar,10.1103/PhysRevLett.127.261804,SCOPUS_ID:85123372703,American Physical Society
