Country,Year,Subject Area,Number of Documents
Belarus,2022,CHEM,1
Belarus,2022,ENGI,8
Belarus,2022,PHYS,55
Belarus,2022,PSYC,2
Belgium,2022,AGRI,3
Belgium,2022,BIOC,3
Belgium,2022,CHEM,1
Belgium,2022,ENGI,10
Belgium,2022,HEAL,1
Belgium,2022,IMMU,1
Belgium,2022,MATH,1
Belgium,2022,MEDI,10
Belgium,2022,MULT,7
Belgium,2022,PHAR,2
Belgium,2022,PHYS,61
Belgium,2022,PSYC,3
Belize,2022,MULT,1
Benin,2022,MEDI,1
Benin,2022,MULT,1
Bhutan,2022,BIOC,1
Bhutan,2022,MEDI,1
Bhutan,2022,MULT,1
Bolivia,2022,AGRI,2
Bolivia,2022,MATH,2
Bolivia,2022,MEDI,2
Bosnia and Herzegovina,2022,MEDI,2
Bosnia and Herzegovina,2022,MULT,1
Botswana,2022,MEDI,1
Brazil,2022,AGRI,2
Brazil,2022,BIOC,3
Brazil,2022,CENG,2
Brazil,2022,CHEM,1
Brazil,2022,COMP,4
Brazil,2022,DENT,1
Brazil,2022,ENER,1
Brazil,2022,ENGI,10
Brazil,2022,HEAL,1
Brazil,2022,MATE,2
Brazil,2022,MATH,2
Brazil,2022,MEDI,23
Brazil,2022,MULT,7
Brazil,2022,NEUR,4
Brazil,2022,PHAR,2
Brazil,2022,PHYS,58
Brazil,2022,PSYC,6
Brazil,2022,SOCI,2
Brunei Darussalam,2022,BIOC,1
Brunei Darussalam,2022,BUSI,1
Brunei Darussalam,2022,MEDI,2
Bulgaria,2022,AGRI,1
Bulgaria,2022,BIOC,12
Bulgaria,2022,COMP,1
Bulgaria,2022,DENT,1
Bulgaria,2022,ENGI,8
Bulgaria,2022,ENVI,2
Bulgaria,2022,MATH,2
Bulgaria,2022,MEDI,17
Bulgaria,2022,MULT,2
Bulgaria,2022,NEUR,6
Bulgaria,2022,PHAR,3
Bulgaria,2022,PHYS,55
Bulgaria,2022,PSYC,6
Burkina Faso,2022,MEDI,1
Burkina Faso,2022,MULT,1
Cambodia,2022,AGRI,2
Cambodia,2022,CENG,1
Cambodia,2022,COMP,1
Cambodia,2022,DENT,1
Cambodia,2022,EART,1
Cambodia,2022,MATE,2
Cambodia,2022,MEDI,7
Cambodia,2022,MULT,3
Cambodia,2022,NURS,1
Cameroon,2022,MEDI,5
Cameroon,2022,MULT,1
Canada,2022,AGRI,8
Canada,2022,ARTS,1
Canada,2022,BIOC,7
Canada,2022,CENG,4
Canada,2022,CHEM,3
Canada,2022,EART,1
Canada,2022,ENER,2
Canada,2022,ENGI,3
Canada,2022,ENVI,3
Canada,2022,HEAL,2
Canada,2022,IMMU,3
Canada,2022,MATE,1
Canada,2022,MATH,3
Canada,2022,MEDI,41
Canada,2022,MULT,11
Canada,2022,NEUR,5
Canada,2022,PHAR,1
Canada,2022,PHYS,1
Canada,2022,PSYC,6
Cape Verde,2022,MEDI,1
Cape Verde,2022,MULT,1
Central African Republic,2022,MEDI,1
Chad,2022,IMMU,1
Chad,2022,MEDI,1
Chile,2022,AGRI,3
Chile,2022,BIOC,1
Chile,2022,CENG,4
Chile,2022,CHEM,1
Chile,2022,ECON,1
Chile,2022,ENER,2
Chile,2022,ENGI,1
Chile,2022,ENVI,4
Chile,2022,MATE,1
Chile,2022,MATH,2
Chile,2022,MEDI,2
Chile,2022,MULT,6
Chile,2022,NEUR,1
Chile,2022,PHAR,2
Chile,2022,PHYS,6
Chile,2022,PSYC,5
China,2022,AGRI,13
China,2022,BIOC,7
China,2022,CENG,15
China,2022,CHEM,22
China,2022,COMP,10
China,2022,EART,7
China,2022,ECON,2
China,2022,ENER,14
China,2022,ENGI,14
China,2022,ENVI,14
China,2022,IMMU,5
China,2022,MATE,11
China,2022,MATH,3
China,2022,MEDI,47
China,2022,MULT,16
China,2022,NEUR,4
China,2022,NURS,1
China,2022,PHAR,4
China,2022,PHYS,71
China,2022,PSYC,16
China,2022,SOCI,1
China,2022,VETE,1
Colombia,2022,AGRI,1
Colombia,2022,ENGI,8
Colombia,2022,MATH,2
Colombia,2022,MEDI,6
Colombia,2022,MULT,5
Colombia,2022,NEUR,1
Colombia,2022,PHYS,55
Colombia,2022,PSYC,5
Congo,2022,MULT,1
Costa Rica,2022,MEDI,2
Costa Rica,2022,MULT,3
Costa Rica,2022,PSYC,1
Cote d'Ivoire,2022,MEDI,1
Croatia,2022,BIOC,1
Croatia,2022,ENER,1
Croatia,2022,ENGI,8
Croatia,2022,MEDI,2
Croatia,2022,MULT,2
Croatia,2022,NEUR,1
Croatia,2022,PHYS,55
Croatia,2022,PSYC,3
Cuba,2022,BIOC,1
Cuba,2022,MEDI,2
Cuba,2022,MULT,1
Cuba,2022,NEUR,3
Cyprus,2022,ENGI,8
Cyprus,2022,MEDI,3
Cyprus,2022,MULT,1
Cyprus,2022,PHYS,55
Cyprus,2022,PSYC,3
Czech Republic,2022,AGRI,5
Czech Republic,2022,ARTS,1
Czech Republic,2022,BIOC,1
Czech Republic,2022,CENG,2
Czech Republic,2022,DENT,1
Czech Republic,2022,ENGI,9
Czech Republic,2022,MATE,2
Czech Republic,2022,MATH,2
Czech Republic,2022,MEDI,2
Czech Republic,2022,MULT,2
Czech Republic,2022,PHYS,57
Czech Republic,2022,PSYC,5
Czech Republic,2022,SOCI,1
Democratic Republic Congo,2022,MEDI,3
Denmark,2022,AGRI,2
Denmark,2022,CENG,1
Denmark,2022,CHEM,1
Denmark,2022,ENER,4
Denmark,2022,ENGI,5
Denmark,2022,HEAL,1
Denmark,2022,MEDI,6
Denmark,2022,MULT,2
Denmark,2022,NEUR,1
Denmark,2022,PHYS,3
Denmark,2022,PSYC,6
Dominican Republic,2022,MEDI,1
Dominican Republic,2022,MULT,1
Ecuador,2022,ENGI,8
Ecuador,2022,IMMU,1
Ecuador,2022,MEDI,2
Ecuador,2022,MULT,2
Ecuador,2022,PHYS,54
Ecuador,2022,PSYC,3
Ecuador,2022,SOCI,1
Egypt,2022,AGRI,26
Egypt,2022,BIOC,2
Egypt,2022,COMP,3
Egypt,2022,DENT,1
Egypt,2022,ECON,1
Egypt,2022,ENER,1
Egypt,2022,ENGI,10
Egypt,2022,IMMU,2
Egypt,2022,MATE,1
Egypt,2022,MEDI,9
Egypt,2022,MULT,3
Egypt,2022,NEUR,1
Egypt,2022,PHYS,55
Egypt,2022,PSYC,2
Estonia,2022,ENGI,8
Estonia,2022,MEDI,1
Estonia,2022,MULT,4
Estonia,2022,PHYS,55
Estonia,2022,PSYC,1
Ethiopia,2022,MEDI,7
Ethiopia,2022,MULT,1
Ethiopia,2022,NEUR,1
Finland,2022,AGRI,2
Finland,2022,CENG,2
Finland,2022,COMP,2
Finland,2022,ENGI,9
Finland,2022,MATE,1
Finland,2022,MEDI,5
Finland,2022,MULT,4
Finland,2022,PHYS,57
Finland,2022,PSYC,1
Finland,2022,SOCI,1
France,2022,AGRI,7
France,2022,BIOC,2
France,2022,BUSI,3
France,2022,CENG,5
France,2022,CHEM,1
France,2022,COMP,1
France,2022,DENT,2
France,2022,EART,3
France,2022,ECON,1
France,2022,ENER,3
France,2022,ENGI,11
France,2022,ENVI,3
France,2022,IMMU,1
France,2022,MATE,1
France,2022,MEDI,31
France,2022,MULT,8
France,2022,NEUR,3
France,2022,PHAR,1
France,2022,PHYS,64
France,2022,PSYC,6
Georgia,2022,ENGI,8
Georgia,2022,MEDI,1
Georgia,2022,MULT,1
Georgia,2022,PHYS,55
Germany,2022,AGRI,5
Germany,2022,ARTS,1
Germany,2022,BIOC,4
Germany,2022,CENG,4
Germany,2022,CHEM,8
Germany,2022,COMP,1
Germany,2022,DENT,1
Germany,2022,EART,5
Germany,2022,ECON,1
Germany,2022,ENGI,10
Germany,2022,ENVI,4
Germany,2022,HEAL,1
Germany,2022,IMMU,3
Germany,2022,MATE,5
Germany,2022,MATH,2
Germany,2022,MEDI,40
Germany,2022,MULT,10
Germany,2022,NEUR,5
Germany,2022,PHAR,1
Germany,2022,PHYS,67
Germany,2022,PSYC,9
Germany,2022,SOCI,1
Germany,2022,VETE,1
Ghana,2022,ENGI,1
Ghana,2022,MEDI,2
Ghana,2022,MULT,2
Greece,2022,AGRI,2
Greece,2022,DENT,1
Greece,2022,ENGI,10
Greece,2022,MATH,1
Greece,2022,MEDI,4
Greece,2022,MULT,2
Greece,2022,PHYS,56
Greece,2022,PSYC,5
Guatemala,2022,BIOC,1
Guatemala,2022,MULT,1
Guinea,2022,MEDI,2
Guinea-Bissau,2022,MULT,1
Guyana,2022,MEDI,1
Haiti,2022,MEDI,1
Haiti,2022,MULT,1
Honduras,2022,MEDI,1
Hong Kong,2022,AGRI,2
Hong Kong,2022,BUSI,1
Hong Kong,2022,CENG,4
Hong Kong,2022,CHEM,1
Hong Kong,2022,COMP,2
Hong Kong,2022,ENER,2
Hong Kong,2022,ENGI,4
Hong Kong,2022,ENVI,4
Hong Kong,2022,HEAL,1
Hong Kong,2022,IMMU,2
Hong Kong,2022,MATE,1
Hong Kong,2022,MEDI,34
Hong Kong,2022,MULT,8
Hong Kong,2022,NURS,1
Hong Kong,2022,PHAR,1
Hong Kong,2022,PHYS,2
Hong Kong,2022,PSYC,3
Hong Kong,2022,SOCI,1
Hong Kong,2022,VETE,1
Hungary,2022,AGRI,1
Hungary,2022,ENGI,9
Hungary,2022,IMMU,2
Hungary,2022,MATE,1
Hungary,2022,MEDI,2
Hungary,2022,MULT,1
Hungary,2022,PHAR,1
Hungary,2022,PHYS,55
Hungary,2022,PSYC,5
Iceland,2022,AGRI,2
Iceland,2022,BIOC,1
Iceland,2022,CHEM,1
Iceland,2022,MULT,2
Iceland,2022,PHAR,5
India,2022,AGRI,13
India,2022,BIOC,9
India,2022,CENG,22
India,2022,CHEM,11
India,2022,COMP,17
India,2022,EART,3
India,2022,ECON,2
India,2022,ENER,18
India,2022,ENGI,18
India,2022,ENVI,14
India,2022,HEAL,1
India,2022,IMMU,2
India,2022,MATE,16
India,2022,MATH,8
India,2022,MEDI,40
India,2022,MULT,12
India,2022,NEUR,5
India,2022,NURS,1
India,2022,PHAR,5
India,2022,PHYS,61
India,2022,PSYC,5
India,2022,VETE,1
Indonesia,2022,AGRI,16
Indonesia,2022,BIOC,6
Indonesia,2022,BUSI,2
Indonesia,2022,CENG,3
Indonesia,2022,CHEM,1
Indonesia,2022,COMP,2
Indonesia,2022,EART,6
Indonesia,2022,ENER,1
Indonesia,2022,ENGI,4
Indonesia,2022,ENVI,9
Indonesia,2022,HEAL,2
Indonesia,2022,IMMU,4
Indonesia,2022,MATE,4
Indonesia,2022,MEDI,28
Indonesia,2022,MULT,10
Indonesia,2022,NURS,8
Indonesia,2022,PHAR,3
Indonesia,2022,PHYS,1
Indonesia,2022,PSYC,5
Indonesia,2022,SOCI,4
Indonesia,2022,VETE,2
Iran,2022,AGRI,25
Iran,2022,BIOC,2
Iran,2022,CENG,2
Iran,2022,CHEM,3
Iran,2022,COMP,2
Iran,2022,ENER,1
Iran,2022,ENGI,11
Iran,2022,ENVI,1
Iran,2022,IMMU,1
Iran,2022,MATH,1
Iran,2022,MEDI,4
Iran,2022,MULT,5
Iran,2022,NEUR,1
Iran,2022,PHYS,55
Iran,2022,PSYC,5
Iraq,2022,AGRI,2
Iraq,2022,BIOC,6
Iraq,2022,COMP,2
Iraq,2022,DENT,1
Iraq,2022,ENVI,2
Iraq,2022,MATE,1
Iraq,2022,MEDI,8
Iraq,2022,MULT,1
Iraq,2022,NEUR,1
Iraq,2022,PHAR,1
Iraq,2022,PSYC,1
Ireland,2022,BIOC,1
Ireland,2022,CENG,1
Ireland,2022,ENGI,8
Ireland,2022,ENVI,2
Ireland,2022,MATH,2
Ireland,2022,MEDI,6
Ireland,2022,MULT,4
Ireland,2022,PHYS,56
Ireland,2022,PSYC,3
Israel,2022,AGRI,1
Israel,2022,COMP,1
Israel,2022,ENVI,2
Israel,2022,IMMU,1
Israel,2022,MATH,3
Israel,2022,MEDI,9
Israel,2022,MULT,3
Israel,2022,NEUR,1
Israel,2022,PSYC,4
Italy,2022,AGRI,7
Italy,2022,BIOC,1
Italy,2022,COMP,1
Italy,2022,EART,2
Italy,2022,ENGI,11
Italy,2022,ENVI,1
Italy,2022,IMMU,2
Italy,2022,MATH,2
Italy,2022,MEDI,12
Italy,2022,MULT,6
Italy,2022,NEUR,3
Italy,2022,PHAR,5
Italy,2022,PHYS,65
Italy,2022,PSYC,6
Italy,2022,VETE,2
Jamaica,2022,IMMU,1
Jamaica,2022,MEDI,2
Jamaica,2022,MULT,3
Japan,2022,AGRI,16
Japan,2022,ARTS,3
Japan,2022,BIOC,25
Japan,2022,BUSI,1
Japan,2022,CENG,21
Japan,2022,CHEM,27
Japan,2022,COMP,17
Japan,2022,DECI,1
Japan,2022,DENT,7
Japan,2022,EART,4
Japan,2022,ECON,1
Japan,2022,ENER,12
Japan,2022,ENGI,29
Japan,2022,ENVI,6
Japan,2022,HEAL,3
Japan,2022,IMMU,3
Japan,2022,MATE,27
Japan,2022,MATH,6
Japan,2022,MEDI,45
Japan,2022,MULT,34
Japan,2022,NEUR,4
Japan,2022,NURS,1
Japan,2022,PHAR,4
Japan,2022,PHYS,14
Japan,2022,PSYC,5
Japan,2022,SOCI,10
Japan,2022,VETE,5
Jordan,2022,AGRI,1
Jordan,2022,MEDI,4
Jordan,2022,MULT,1
Kazakhstan,2022,ENGI,2
Kazakhstan,2022,MATH,1
Kazakhstan,2022,MEDI,3
Kazakhstan,2022,PHYS,2
Kazakhstan,2022,PSYC,4
Kenya,2022,MEDI,5
Kenya,2022,MULT,3
Kenya,2022,PSYC,3
Kuwait,2022,ENGI,6
Kuwait,2022,MEDI,2
Kuwait,2022,PHYS,50
Kyrgyzstan,2022,MEDI,1
Laos,2022,MEDI,1
Laos,2022,MULT,3
Laos,2022,NURS,1
Laos,2022,SOCI,1
Latvia,2022,ENGI,9
Latvia,2022,MEDI,3
Latvia,2022,MULT,2
Latvia,2022,PHYS,56
Lebanon,2022,COMP,2
Lebanon,2022,ENGI,2
Lebanon,2022,MEDI,3
Lebanon,2022,MULT,1
Lebanon,2022,PHYS,1
Lebanon,2022,PSYC,2
Liberia,2022,MEDI,1
Lithuania,2022,ENGI,8
Lithuania,2022,MEDI,3
Lithuania,2022,MULT,1
Lithuania,2022,PHYS,55
Luxembourg,2022,BUSI,1
Macao,2022,MEDI,1
Macao,2022,PSYC,1
Malawi,2022,MEDI,4
Malawi,2022,MULT,1
Malaysia,2022,AGRI,8
Malaysia,2022,BIOC,4
Malaysia,2022,CENG,12
Malaysia,2022,CHEM,12
Malaysia,2022,COMP,10
Malaysia,2022,EART,4
Malaysia,2022,ECON,1
Malaysia,2022,ENER,9
Malaysia,2022,ENGI,15
Malaysia,2022,ENVI,7
Malaysia,2022,IMMU,2
Malaysia,2022,MATE,9
Malaysia,2022,MEDI,35
Malaysia,2022,MULT,12
Malaysia,2022,NEUR,7
Malaysia,2022,NURS,1
Malaysia,2022,PHAR,3
Malaysia,2022,PHYS,54
Malaysia,2022,PSYC,3
Malaysia,2022,SOCI,2
Malaysia,2022,VETE,1
Maldives,2022,MEDI,1
Mali,2022,MEDI,1
Mauritania,2022,MEDI,1
Mauritius,2022,MEDI,2
Mauritius,2022,MULT,1
Mexico,2022,AGRI,2
Mexico,2022,BIOC,2
Mexico,2022,CHEM,2
Mexico,2022,COMP,2
Mexico,2022,EART,1
Mexico,2022,ENER,1
Mexico,2022,ENGI,11
Mexico,2022,ENVI,1
Mexico,2022,IMMU,1
Mexico,2022,MEDI,6
Mexico,2022,MULT,3
Mexico,2022,PHAR,1
Mexico,2022,PHYS,60
Mexico,2022,PSYC,5
Mexico,2022,SOCI,2
Moldova,2022,MEDI,2
Moldova,2022,PHAR,1
Mongolia,2022,AGRI,1
Mongolia,2022,BIOC,1
Mongolia,2022,MEDI,3
Mongolia,2022,MULT,1
Montenegro,2022,ENGI,5
Montenegro,2022,MEDI,1
Montenegro,2022,PHYS,54
Morocco,2022,MEDI,2
Morocco,2022,MULT,2
Morocco,2022,NEUR,1
Morocco,2022,PSYC,1
Mozambique,2022,MEDI,2
Mozambique,2022,MULT,1
Myanmar,2022,AGRI,1
Myanmar,2022,CHEM,2
Myanmar,2022,DENT,1
Myanmar,2022,IMMU,2
Myanmar,2022,MEDI,7
Myanmar,2022,MULT,2
Nepal,2022,CHEM,1
Nepal,2022,COMP,3
Nepal,2022,ENVI,1
Nepal,2022,MATH,3
Nepal,2022,MEDI,8
Nepal,2022,SOCI,1
Netherlands,2022,AGRI,3
Netherlands,2022,BIOC,6
Netherlands,2022,BUSI,1
Netherlands,2022,CENG,1
Netherlands,2022,DENT,2
Netherlands,2022,EART,1
Netherlands,2022,ENGI,1
Netherlands,2022,ENVI,2
Netherlands,2022,HEAL,1
Netherlands,2022,IMMU,2
Netherlands,2022,MATE,1
Netherlands,2022,MATH,2
Netherlands,2022,MEDI,31
Netherlands,2022,MULT,7
Netherlands,2022,NEUR,2
Netherlands,2022,PHYS,3
Netherlands,2022,PSYC,7
Netherlands,2022,VETE,1
New Zealand,2022,AGRI,6
New Zealand,2022,ARTS,1
New Zealand,2022,BIOC,1
New Zealand,2022,CENG,1
New Zealand,2022,EART,1
New Zealand,2022,ENER,1
New Zealand,2022,ENGI,10
New Zealand,2022,IMMU,1
New Zealand,2022,MATH,2
New Zealand,2022,MEDI,11
New Zealand,2022,MULT,5
New Zealand,2022,PHAR,1
New Zealand,2022,PHYS,55
New Zealand,2022,PSYC,3
New Zealand,2022,SOCI,1
New Zealand,2022,VETE,1
Nicaragua,2022,MULT,1
Nigeria,2022,AGRI,2
Nigeria,2022,CHEM,1
Nigeria,2022,ENVI,1
Nigeria,2022,MATE,1
Nigeria,2022,MATH,2
Nigeria,2022,MEDI,9
Nigeria,2022,MULT,4
Nigeria,2022,PSYC,3
North Macedonia,2022,MEDI,1
North Macedonia,2022,MULT,4
North Macedonia,2022,PSYC,3
Norway,2022,AGRI,4
Norway,2022,BUSI,1
Norway,2022,CENG,4
Norway,2022,ECON,1
Norway,2022,ENER,1
Norway,2022,ENGI,1
Norway,2022,MEDI,2
Norway,2022,MULT,6
Norway,2022,NEUR,1
Norway,2022,PSYC,5
Norway,2022,SOCI,2
Oman,2022,MEDI,1
Oman,2022,MULT,1
Pakistan,2022,AGRI,8
Pakistan,2022,BIOC,8
Pakistan,2022,CENG,3
Pakistan,2022,CHEM,6
Pakistan,2022,COMP,14
Pakistan,2022,EART,1
Pakistan,2022,ENER,2
Pakistan,2022,ENGI,21
Pakistan,2022,ENVI,1
Pakistan,2022,MATE,9
Pakistan,2022,MATH,3
Pakistan,2022,MEDI,12
Pakistan,2022,MULT,4
Pakistan,2022,PHAR,1
Pakistan,2022,PHYS,58
Pakistan,2022,PSYC,6
Pakistan,2022,SOCI,1
Palestine,2022,MATE,1
Palestine,2022,MEDI,1
Palestine,2022,PSYC,2
Panama,2022,MEDI,1
Peru,2022,AGRI,1
Peru,2022,ENGI,1
Peru,2022,MATH,2
Peru,2022,MEDI,3
Peru,2022,MULT,4
Peru,2022,PSYC,3
Philippines,2022,AGRI,2
Philippines,2022,BIOC,1
Philippines,2022,CHEM,2
Philippines,2022,COMP,1
Philippines,2022,EART,2
Philippines,2022,ENVI,3
Philippines,2022,HEAL,1
Philippines,2022,IMMU,1
Philippines,2022,MEDI,16
Philippines,2022,MULT,5
Philippines,2022,NURS,1
Philippines,2022,PHAR,2
Philippines,2022,PSYC,3
Philippines,2022,SOCI,2
Philippines,2022,VETE,2
Poland,2022,AGRI,3
Poland,2022,BIOC,2
Poland,2022,COMP,1
Poland,2022,EART,3
Poland,2022,ENER,1
Poland,2022,ENGI,10
Poland,2022,ENVI,1
Poland,2022,IMMU,1
Poland,2022,MATE,1
Poland,2022,MATH,1
Poland,2022,MEDI,11
Poland,2022,MULT,6
Poland,2022,NEUR,1
Poland,2022,PHAR,1
Poland,2022,PHYS,61
Poland,2022,PSYC,5
Portugal,2022,AGRI,2
Portugal,2022,ENGI,9
Portugal,2022,ENVI,1
Portugal,2022,IMMU,2
Portugal,2022,MATE,1
Portugal,2022,MEDI,3
Portugal,2022,MULT,6
Portugal,2022,NEUR,1
Portugal,2022,PHAR,1
Portugal,2022,PHYS,56
Portugal,2022,PSYC,6
Puerto Rico,2022,ENGI,8
Puerto Rico,2022,MEDI,3
Puerto Rico,2022,PHYS,55
Qatar,2022,AGRI,1
Qatar,2022,CENG,1
Qatar,2022,CHEM,1
Qatar,2022,ENGI,8
Qatar,2022,MATE,1
Qatar,2022,MEDI,3
Qatar,2022,MULT,1
Qatar,2022,PHYS,42
Romania,2022,AGRI,3
Romania,2022,ENGI,1
Romania,2022,ENVI,1
Romania,2022,MATH,2
Romania,2022,MEDI,3
Romania,2022,MULT,2
Romania,2022,PHAR,2
Romania,2022,PHYS,8
Romania,2022,PSYC,5
Russian Federation,2022,AGRI,5
Russian Federation,2022,CENG,1
Russian Federation,2022,CHEM,1
Russian Federation,2022,ENGI,10
Russian Federation,2022,MATE,2
Russian Federation,2022,MATH,2
Russian Federation,2022,MEDI,3
Russian Federation,2022,MULT,2
Russian Federation,2022,PHAR,2
Russian Federation,2022,PHYS,58
Russian Federation,2022,PSYC,6
Rwanda,2022,MEDI,2
Rwanda,2022,MULT,1
Saudi Arabia,2022,AGRI,4
Saudi Arabia,2022,BIOC,5
Saudi Arabia,2022,CENG,4
Saudi Arabia,2022,CHEM,5
Saudi Arabia,2022,COMP,4
Saudi Arabia,2022,DENT,1
Saudi Arabia,2022,ENER,4
Saudi Arabia,2022,ENGI,7
Saudi Arabia,2022,ENVI,1
Saudi Arabia,2022,IMMU,2
Saudi Arabia,2022,MATE,6
Saudi Arabia,2022,MATH,6
Saudi Arabia,2022,MEDI,7
Saudi Arabia,2022,MULT,5
Saudi Arabia,2022,NEUR,1
Saudi Arabia,2022,PHAR,2
Saudi Arabia,2022,PHYS,1
Saudi Arabia,2022,SOCI,2
Senegal,2022,AGRI,1
Senegal,2022,MATH,3
Senegal,2022,MEDI,1
Senegal,2022,MULT,3
Serbia,2022,AGRI,1
Serbia,2022,BIOC,1
Serbia,2022,CHEM,1
Serbia,2022,ENGI,8
Serbia,2022,MATH,2
Serbia,2022,MEDI,6
Serbia,2022,MULT,2
Serbia,2022,PHAR,1
Serbia,2022,PHYS,55
Serbia,2022,PSYC,5
Seychelles,2022,MULT,1
Sierra Leone,2022,MEDI,1
Singapore,2022,AGRI,3
Singapore,2022,BIOC,4
Singapore,2022,CENG,7
Singapore,2022,CHEM,2
Singapore,2022,COMP,5
Singapore,2022,ECON,1
Singapore,2022,ENER,1
Singapore,2022,ENGI,1
Singapore,2022,ENVI,2
Singapore,2022,IMMU,4
Singapore,2022,MATE,3
Singapore,2022,MATH,3
Singapore,2022,MEDI,34
Singapore,2022,MULT,7
Singapore,2022,NEUR,1
Singapore,2022,NURS,1
Singapore,2022,PHAR,1
Singapore,2022,PHYS,2
Singapore,2022,PSYC,3
Singapore,2022,SOCI,1
Singapore,2022,VETE,2
Slovakia,2022,AGRI,1
Slovakia,2022,BIOC,1
Slovakia,2022,ENGI,1
Slovakia,2022,MATE,1
Slovakia,2022,MATH,2
Slovakia,2022,MEDI,2
Slovakia,2022,MULT,4
Slovakia,2022,PHYS,2
Slovakia,2022,PSYC,3
Slovenia,2022,ENGI,1
Slovenia,2022,MATE,1
Slovenia,2022,MEDI,2
Slovenia,2022,MULT,2
Slovenia,2022,PSYC,1
Somalia,2022,MULT,1
South Africa,2022,AGRI,2
South Africa,2022,BIOC,1
South Africa,2022,COMP,1
South Africa,2022,ENER,1
South Africa,2022,ENVI,1
South Africa,2022,IMMU,1
South Africa,2022,MATE,1
South Africa,2022,MATH,2
South Africa,2022,MEDI,11
South Africa,2022,MULT,6
South Africa,2022,PHAR,1
South Africa,2022,PHYS,1
South Africa,2022,PSYC,2
South Africa,2022,SOCI,1
South Korea,2022,AGRI,9
South Korea,2022,BIOC,3
South Korea,2022,BUSI,1
South Korea,2022,CENG,8
South Korea,2022,CHEM,7
South Korea,2022,COMP,2
South Korea,2022,EART,1
South Korea,2022,ENER,5
South Korea,2022,ENGI,11
South Korea,2022,ENVI,4
South Korea,2022,IMMU,1
South Korea,2022,MATE,6
South Korea,2022,MATH,4
South Korea,2022,MEDI,30
South Korea,2022,MULT,6
South Korea,2022,NEUR,1
South Korea,2022,PHAR,2
South Korea,2022,PHYS,62
South Korea,2022,PSYC,3
South Korea,2022,SOCI,1
Spain,2022,AGRI,5
Spain,2022,BIOC,1
Spain,2022,CENG,1
Spain,2022,CHEM,1
Spain,2022,ENER,2
Spain,2022,ENGI,9
Spain,2022,IMMU,3
Spain,2022,MATH,2
Spain,2022,MEDI,16
Spain,2022,MULT,6
Spain,2022,NEUR,1
Spain,2022,PHAR,2
Spain,2022,PHYS,62
Spain,2022,PSYC,6
Spain,2022,SOCI,1
Sri Lanka,2022,COMP,2
Sri Lanka,2022,ENGI,8
Sri Lanka,2022,MATE,1
Sri Lanka,2022,MEDI,6
Sri Lanka,2022,MULT,1
Sri Lanka,2022,PHAR,1
Sri Lanka,2022,PHYS,55
Sudan,2022,MEDI,2
Sweden,2022,AGRI,4
Sweden,2022,BIOC,3
Sweden,2022,BUSI,1
Sweden,2022,CENG,3
Sweden,2022,CHEM,4
Sweden,2022,COMP,4
Sweden,2022,DENT,3
Sweden,2022,EART,1
Sweden,2022,ENER,6
Sweden,2022,ENGI,2
Sweden,2022,ENVI,3
