filename,dc_title,affiliation_country,srctype,eid,prism_coverDate,prism_aggregationType,subtypeDescription,subject_area_name,subject_area_code,subject_area_abbrev,publicationName,source_id,citedby_count,subtype,prism_doi,dc_identifier,dc_publisher
202000010,Biomarker-guided preemption of steroid-refractory graft-versus-host disease with a-1-antitrypsin,United States,j,2-s2.0-85098074752,2020-12-22T00:00:00.000Z,Journal,Article,Hematology,2720,MEDI,Blood Advances,21100886825,18,ar,10.1182/bloodadvances.2020003336,SCOPUS_ID:85098074752,American Society of Hematology
202000011,Origins of Electrostriction in Poly(vinylidene fluoride)-Based Ferroelectric Polymers,China,j,2-s2.0-85097796061,2020-12-22T00:00:00.000Z,Journal,Article,Organic Chemistry,1605,CHEM,Macromolecules,21100779404,23,ar,10.1021/acs.macromol.0c02083,SCOPUS_ID:85097796061,American Chemical Society
202000011,Origins of Electrostriction in Poly(vinylidene fluoride)-Based Ferroelectric Polymers,Thailand,j,2-s2.0-85097796061,2020-12-22T00:00:00.000Z,Journal,Article,Organic Chemistry,1605,CHEM,Macromolecules,21100779404,23,ar,10.1021/acs.macromol.0c02083,SCOPUS_ID:85097796061,American Chemical Society
202000011,Origins of Electrostriction in Poly(vinylidene fluoride)-Based Ferroelectric Polymers,United States,j,2-s2.0-85097796061,2020-12-22T00:00:00.000Z,Journal,Article,Organic Chemistry,1605,CHEM,Macromolecules,21100779404,23,ar,10.1021/acs.macromol.0c02083,SCOPUS_ID:85097796061,American Chemical Society
202000012,Spectral proper orthogonal decomposition analysis of the turbulent wake of a disk at Re = 50 000 SPECTRAL PROPER ORTHOGONAL DECOMPOSITION ... S. NIDHAN et al.,Thailand,j,2-s2.0-85098137762,2020-12-21T00:00:00.000Z,Journal,Article,Computational Mechanics,2206,ENGI,Physical Review Fluids,21100836848,13,ar,10.1103/PhysRevFluids.5.124606,SCOPUS_ID:85098137762,American Physical Society
202000012,Spectral proper orthogonal decomposition analysis of the turbulent wake of a disk at Re = 50 000 SPECTRAL PROPER ORTHOGONAL DECOMPOSITION ... S. NIDHAN et al.,United States,j,2-s2.0-85098137762,2020-12-21T00:00:00.000Z,Journal,Article,Computational Mechanics,2206,ENGI,Physical Review Fluids,21100836848,13,ar,10.1103/PhysRevFluids.5.124606,SCOPUS_ID:85098137762,American Physical Society
202000013,Generation of (: Z)-β-alkenyl alkylsulfones via a copper-catalyzed decarboxylative alkylsulfonylation,China,j,2-s2.0-85097884723,2020-12-21T00:00:00.000Z,Journal,Article,Organic Chemistry,1605,CHEM,Organic Chemistry Frontiers,21100403813,11,ar,10.1039/d0qo01094d,SCOPUS_ID:85097884723,Royal Society of Chemistry
202000013,Generation of (: Z)-β-alkenyl alkylsulfones via a copper-catalyzed decarboxylative alkylsulfonylation,Thailand,j,2-s2.0-85097884723,2020-12-21T00:00:00.000Z,Journal,Article,Organic Chemistry,1605,CHEM,Organic Chemistry Frontiers,21100403813,11,ar,10.1039/d0qo01094d,SCOPUS_ID:85097884723,Royal Society of Chemistry
202000014,Nanofibrillation and characterization of sugarcane bagasse agro-waste using water-based steam explosion and high-pressure homogenization,Thailand,j,2-s2.0-85089493654,2020-12-20T00:00:00.000Z,Journal,Article,"Renewable Energy, Sustainability and the Environment",2105,ENER,Journal of Cleaner Production,19167,38,ar,10.1016/j.jclepro.2020.123471,SCOPUS_ID:85089493654,Elsevier Ltd
202000015,Mitochondria and immunity in chronic fatigue syndrome,Australia,j,2-s2.0-85085542415,2020-12-20T00:00:00.000Z,Journal,Review,Pharmacology,3004,PHAR,Progress in Neuro-Psychopharmacology and Biological Psychiatry,21767,30,re,10.1016/j.pnpbp.2020.109976,SCOPUS_ID:85085542415,Elsevier Inc.usjcs@elsevier.com
202000015,Mitochondria and immunity in chronic fatigue syndrome,Bulgaria,j,2-s2.0-85085542415,2020-12-20T00:00:00.000Z,Journal,Review,Pharmacology,3004,PHAR,Progress in Neuro-Psychopharmacology and Biological Psychiatry,21767,30,re,10.1016/j.pnpbp.2020.109976,SCOPUS_ID:85085542415,Elsevier Inc.usjcs@elsevier.com
202000015,Mitochondria and immunity in chronic fatigue syndrome,Thailand,j,2-s2.0-85085542415,2020-12-20T00:00:00.000Z,Journal,Review,Pharmacology,3004,PHAR,Progress in Neuro-Psychopharmacology and Biological Psychiatry,21767,30,re,10.1016/j.pnpbp.2020.109976,SCOPUS_ID:85085542415,Elsevier Inc.usjcs@elsevier.com
202000015,Mitochondria and immunity in chronic fatigue syndrome,United Kingdom,j,2-s2.0-85085542415,2020-12-20T00:00:00.000Z,Journal,Review,Pharmacology,3004,PHAR,Progress in Neuro-Psychopharmacology and Biological Psychiatry,21767,30,re,10.1016/j.pnpbp.2020.109976,SCOPUS_ID:85085542415,Elsevier Inc.usjcs@elsevier.com
202000016,Effects of pursed-lip breathing and forward trunk lean postures on total and compartmental lung volumes and ventilation in patients with mild to moderate chronic obstructive pulmonary disease: An observational study,Thailand,j,2-s2.0-85099115706,2020-12-18T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,Medicine (United States),18387,4,ar,10.1097/MD.0000000000023646,SCOPUS_ID:85099115706,Lippincott Williams and Wilkins
202000016,Effects of pursed-lip breathing and forward trunk lean postures on total and compartmental lung volumes and ventilation in patients with mild to moderate chronic obstructive pulmonary disease: An observational study,United States,j,2-s2.0-85099115706,2020-12-18T00:00:00.000Z,Journal,Article,Medicine (all),2700,MEDI,Medicine (United States),18387,4,ar,10.1097/MD.0000000000023646,SCOPUS_ID:85099115706,Lippincott Williams and Wilkins
202000017,Dark Matter of Primate Genomes: Satellite DNA Repeats and Their Evolutionary Dynamics,Brazil,j,2-s2.0-85099076665,2020-12-18T00:00:00.000Z,Journal,Review,"Biochemistry, Genetics and Molecular Biology (all)",1300,BIOC,Cells,21100978391,23,re,10.3390/cells9122714,SCOPUS_ID:85099076665,NLM (Medline)
202000017,Dark Matter of Primate Genomes: Satellite DNA Repeats and Their Evolutionary Dynamics,Thailand,j,2-s2.0-85099076665,2020-12-18T00:00:00.000Z,Journal,Review,"Biochemistry, Genetics and Molecular Biology (all)",1300,BIOC,Cells,21100978391,23,re,10.3390/cells9122714,SCOPUS_ID:85099076665,NLM (Medline)
202000018,Biochemical and Structural Investigation of GnnA in the Lipopolysaccharide Biosynthesis Pathway of Acidithiobacillus ferrooxidans,Philippines,j,2-s2.0-85096524596,2020-12-18T00:00:00.000Z,Journal,Article,Biochemistry,1303,BIOC,ACS Chemical Biology,5300152227,8,ar,10.1021/acschembio.0c00791,SCOPUS_ID:85096524596,American Chemical Society
202000018,Biochemical and Structural Investigation of GnnA in the Lipopolysaccharide Biosynthesis Pathway of Acidithiobacillus ferrooxidans,Thailand,j,2-s2.0-85096524596,2020-12-18T00:00:00.000Z,Journal,Article,Biochemistry,1303,BIOC,ACS Chemical Biology,5300152227,8,ar,10.1021/acschembio.0c00791,SCOPUS_ID:85096524596,American Chemical Society
202000019,A global & environmental coral analysis system with spa-based semantic computing for integrating and visualizing ocean-phenomena with “5-dimensional world-map”,Japan,k,2-s2.0-85099229822,2020-12-16T00:00:00.000Z,Book Series,Conference Paper,Artificial Intelligence,1702,COMP,Frontiers in Artificial Intelligence and Applications,19500157321,2,cp,10.3233/FAIA200821,SCOPUS_ID:85099229822,IOS Press BV
202000019,A global & environmental coral analysis system with spa-based semantic computing for integrating and visualizing ocean-phenomena with “5-dimensional world-map”,Thailand,k,2-s2.0-85099229822,2020-12-16T00:00:00.000Z,Book Series,Conference Paper,Artificial Intelligence,1702,COMP,Frontiers in Artificial Intelligence and Applications,19500157321,2,cp,10.3233/FAIA200821,SCOPUS_ID:85099229822,IOS Press BV
202000020,A concept for control and program based on the semantic space model,Japan,k,2-s2.0-85099189130,2020-12-16T00:00:00.000Z,Book Series,Conference Paper,Artificial Intelligence,1702,COMP,Frontiers in Artificial Intelligence and Applications,19500157321,2,cp,10.3233/FAIA200818,SCOPUS_ID:85099189130,IOS Press BV
202000020,A concept for control and program based on the semantic space model,Thailand,k,2-s2.0-85099189130,2020-12-16T00:00:00.000Z,Book Series,Conference Paper,Artificial Intelligence,1702,COMP,Frontiers in Artificial Intelligence and Applications,19500157321,2,cp,10.3233/FAIA200818,SCOPUS_ID:85099189130,IOS Press BV
202000021,Characteristics evaluation of fluorescein sodium as fluorescent tracer for petroleum wells,Thailand,p,2-s2.0-85098008677,2020-12-15T00:00:00.000Z,Conference Proceeding,Conference Paper,Environmental Science (all),2300,ENVI,IOP Conference Series: Earth and Environmental Science,19900195068,0,cp,10.1088/1755-1315/609/1/012102,SCOPUS_ID:85098008677,IOP Publishing Ltd
202000022,Syntheses and anti-HIV and human cluster of differentiation 4 (CD4) down-modulating potencies of pyridine-fused cyclotriazadisulfonamide (CADA) compounds,Belgium,j,2-s2.0-85096172220,2020-12-15T00:00:00.000Z,Journal,Article,Biochemistry,1303,BIOC,Bioorganic and Medicinal Chemistry,25786,5,ar,10.1016/j.bmc.2020.115816,SCOPUS_ID:85096172220,Elsevier Ltd
202000022,Syntheses and anti-HIV and human cluster of differentiation 4 (CD4) down-modulating potencies of pyridine-fused cyclotriazadisulfonamide (CADA) compounds,Thailand,j,2-s2.0-85096172220,2020-12-15T00:00:00.000Z,Journal,Article,Biochemistry,1303,BIOC,Bioorganic and Medicinal Chemistry,25786,5,ar,10.1016/j.bmc.2020.115816,SCOPUS_ID:85096172220,Elsevier Ltd
202000022,Syntheses and anti-HIV and human cluster of differentiation 4 (CD4) down-modulating potencies of pyridine-fused cyclotriazadisulfonamide (CADA) compounds,United States,j,2-s2.0-85096172220,2020-12-15T00:00:00.000Z,Journal,Article,Biochemistry,1303,BIOC,Bioorganic and Medicinal Chemistry,25786,5,ar,10.1016/j.bmc.2020.115816,SCOPUS_ID:85096172220,Elsevier Ltd
202000023,"Incidence, Persistence, and Factors Associated with HPV Infection among Male Adolescents with and Without Perinatally Acquired HIV Infection",Thailand,j,2-s2.0-85096152362,2020-12-15T00:00:00.000Z,Journal,Conference Paper,Infectious Diseases,2725,MEDI,Journal of Acquired Immune Deficiency Syndromes,15300154823,2,cp,10.1097/QAI.0000000000002499,SCOPUS_ID:85096152362,Lippincott Williams and Wilkins
202000024,Bio-methanol production from oil palm residues: A thermodynamic analysis,Thailand,j,2-s2.0-85094146561,2020-12-15T00:00:00.000Z,Journal,Article,"Renewable Energy, Sustainability and the Environment",2105,ENER,Energy Conversion and Management,29372,19,ar,10.1016/j.enconman.2020.113493,SCOPUS_ID:85094146561,Elsevier Ltd
202000024,Bio-methanol production from oil palm residues: A thermodynamic analysis,United Kingdom,j,2-s2.0-85094146561,2020-12-15T00:00:00.000Z,Journal,Article,"Renewable Energy, Sustainability and the Environment",2105,ENER,Energy Conversion and Management,29372,19,ar,10.1016/j.enconman.2020.113493,SCOPUS_ID:85094146561,Elsevier Ltd
202000025,What matters in cost of debt: audit partner public-client specialization or busyness?,Thailand,j,2-s2.0-85092614541,2020-12-15T00:00:00.000Z,Journal,Article,Accounting,1402,BUSI,Managerial Auditing Journal,144642,2,ar,10.1108/MAJ-03-2019-2226,SCOPUS_ID:85092614541,Emerald Group Holdings Ltd.
202000026,Electrically controlled release of anticancer drug 5-fluorouracil from carboxymethyl cellulose hydrogels,Thailand,j,2-s2.0-85092126813,2020-12-15T00:00:00.000Z,Journal,Article,Structural Biology,1315,BIOC,International Journal of Biological Macromolecules,17544,20,ar,10.1016/j.ijbiomac.2020.09.228,SCOPUS_ID:85092126813,Elsevier B.V.
202000027,Culturally relevant constructionist design: exploring the role of community in identity development,Thailand,j,2-s2.0-85089597367,2020-12-15T00:00:00.000Z,Journal,Article,Education,3304,SOCI,Information and Learning Science,21100805777,3,ar,10.1108/ILS-02-2020-0024,SCOPUS_ID:85089597367,Emerald Group Holdings Ltd.
202000027,Culturally relevant constructionist design: exploring the role of community in identity development,United States,j,2-s2.0-85089597367,2020-12-15T00:00:00.000Z,Journal,Article,Education,3304,SOCI,Information and Learning Science,21100805777,3,ar,10.1108/ILS-02-2020-0024,SCOPUS_ID:85089597367,Emerald Group Holdings Ltd.
202000028,Effect of amine types and temperature of a natural rubber based composite material on the carbon dioxide capture,Thailand,j,2-s2.0-85087907671,2020-12-15T00:00:00.000Z,Journal,Article,Chemistry (all),1600,CHEM,Chemical Engineering Journal,16398,6,ar,10.1016/j.cej.2020.125332,SCOPUS_ID:85087907671,Elsevier B.V.
202000029,Synergistic Effect of the Oleic Acid and Oleylamine Mixed-Liquid Matrix on Particle Size and Stability of Sputtered Metal Nanoparticles,Japan,j,2-s2.0-85097750927,2020-12-14T00:00:00.000Z,Journal,Article,Chemistry (all),1600,CHEM,ACS Sustainable Chemistry and Engineering,21100248891,13,ar,10.1021/acssuschemeng.0c06549,SCOPUS_ID:85097750927,American Chemical Society
202000029,Synergistic Effect of the Oleic Acid and Oleylamine Mixed-Liquid Matrix on Particle Size and Stability of Sputtered Metal Nanoparticles,Thailand,j,2-s2.0-85097750927,2020-12-14T00:00:00.000Z,Journal,Article,Chemistry (all),1600,CHEM,ACS Sustainable Chemistry and Engineering,21100248891,13,ar,10.1021/acssuschemeng.0c06549,SCOPUS_ID:85097750927,American Chemical Society
202000030,Understanding the Effects of Antecedents on Continuance Intention to Gather Food Safety Information on Websites,Taiwan,j,2-s2.0-85098112502,2020-12-11T00:00:00.000Z,Journal,Article,Psychology (all),3200,PSYC,Frontiers in Psychology,21100216571,13,ar,10.3389/fpsyg.2020.579322,SCOPUS_ID:85098112502,Frontiers Media S.A.
202000030,Understanding the Effects of Antecedents on Continuance Intention to Gather Food Safety Information on Websites,Thailand,j,2-s2.0-85098112502,2020-12-11T00:00:00.000Z,Journal,Article,Psychology (all),3200,PSYC,Frontiers in Psychology,21100216571,13,ar,10.3389/fpsyg.2020.579322,SCOPUS_ID:85098112502,Frontiers Media S.A.
202000031,A Dual Approach in Direct Ink Writing of Thermally Cured Shape Memory Rubber Toughened Epoxy,Thailand,j,2-s2.0-85096649930,2020-12-11T00:00:00.000Z,Journal,Article,Polymers and Plastics,2507,MATE,ACS Applied Polymer Materials,21101028205,23,ar,10.1021/acsapm.0c00839,SCOPUS_ID:85096649930,American Chemical Society
202000031,A Dual Approach in Direct Ink Writing of Thermally Cured Shape Memory Rubber Toughened Epoxy,United States,j,2-s2.0-85096649930,2020-12-11T00:00:00.000Z,Journal,Article,Polymers and Plastics,2507,MATE,ACS Applied Polymer Materials,21101028205,23,ar,10.1021/acsapm.0c00839,SCOPUS_ID:85096649930,American Chemical Society
202000032,An agile-stage-gate model for medical startups: A case study of a medical product startup in Thailand,Thailand,p,2-s2.0-85117450536,2020-12-10T00:00:00.000Z,Conference Proceeding,Conference Paper,Management of Technology and Innovation,1405,BUSI,"Proceedings of 2020 IEEE International Conference on Technology, Engineering, Management for Societal Impact Using Marketing, Entrepreneurship and Talent, TEMSMET 2020",21101062327,0,cp,10.1109/TEMSMET51618.2020.9557442,SCOPUS_ID:85117450536,Institute of Electrical and Electronics Engineers Inc.
202000033,Decision Support System for Power Plant Improvement Investment Using Life-Cycle Cost,Thailand,p,2-s2.0-85100018178,2020-12-10T00:00:00.000Z,Conference Proceeding,Conference Paper,Artificial Intelligence,1702,COMP,"2020 3rd International Seminar on Research of Information Technology and Intelligent Systems, ISRITI 2020",21101034420,0,cp,10.1109/ISRITI51436.2020.9315385,SCOPUS_ID:85100018178,Institute of Electrical and Electronics Engineers Inc.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Armenia,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Australia,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Austria,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Belarus,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Belgium,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Brazil,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Bulgaria,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,China,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Colombia,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Croatia,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Cyprus,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Czech Republic,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Ecuador,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Egypt,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
202000034,Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,Estonia,j,2-s2.0-85098720639,2020-12-10T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",29482,28,ar,10.1016/j.physletb.2020.135988,SCOPUS_ID:85098720639,Elsevier B.V.
