Subject,Identifier,EID,Title,Publication Name,Publication Date,DOI,Cited By Count,Affiliation Country,Year
AGRI,SCOPUS_ID:85140574145,2-s2.0-85140574145,Postharvest transient water deficit limits longevity of cut Dendrobium ‘Khao Sanan’ orchid,Scientia Horticulturae,2023-02-05T00:00:00.000Z,10.1016/j.scienta.2022.111637,2,Thailand,2023
AGRI,SCOPUS_ID:85140979602,2-s2.0-85140979602,Recognizing the sweet and sour taste of pineapple fruits using residual networks and green-relative color transformation attached with Mask R-CNN,Postharvest Biology and Technology,2023-02-01T00:00:00.000Z,10.1016/j.postharvbio.2022.112174,0,Thailand,2023
AGRI,SCOPUS_ID:85141465477,2-s2.0-85141465477,Optimization of yield and thymoquinone content of screw press-extracted black cumin seed oil using response surface methodology,Industrial Crops and Products,2023-01-01T00:00:00.000Z,10.1016/j.indcrop.2022.115901,0,Thailand,2023
AGRI,SCOPUS_ID:85141531218,2-s2.0-85141531218,Diseases of the giant river prawn Macrobrachium rosenbergii: A review for a growing industry,Reviews in Aquaculture,2023-03-01T00:00:00.000Z,10.1111/raq.12754,1,Thailand,2023
AGRI,SCOPUS_ID:85141531218,2-s2.0-85141531218,Diseases of the giant river prawn Macrobrachium rosenbergii: A review for a growing industry,Reviews in Aquaculture,2023-03-01T00:00:00.000Z,10.1111/raq.12754,1,United Kingdom,2023
AGRI,SCOPUS_ID:85141892221,2-s2.0-85141892221,Evaluation of an anaerobic baffled reactor (ABR) – downflow hanging sponge (DHS) system in treatment of black wastewater from a closed recirculating aquaculture system,Aquacultural Engineering,2023-02-01T00:00:00.000Z,10.1016/j.aquaeng.2022.102303,0,Japan,2023
AGRI,SCOPUS_ID:85141892221,2-s2.0-85141892221,Evaluation of an anaerobic baffled reactor (ABR) – downflow hanging sponge (DHS) system in treatment of black wastewater from a closed recirculating aquaculture system,Aquacultural Engineering,2023-02-01T00:00:00.000Z,10.1016/j.aquaeng.2022.102303,0,Thailand,2023
AGRI,SCOPUS_ID:85142918045,2-s2.0-85142918045,Function of an extraordinary display in sarcastic fringeheads (Neoclinus blanchardi) with comments on its evolution,Ecology,2023-01-01T00:00:00.000Z,10.1002/ecy.3878,0,Thailand,2023
AGRI,SCOPUS_ID:85142918045,2-s2.0-85142918045,Function of an extraordinary display in sarcastic fringeheads (Neoclinus blanchardi) with comments on its evolution,Ecology,2023-01-01T00:00:00.000Z,10.1002/ecy.3878,0,United States,2023
AGRI,SCOPUS_ID:85143166920,2-s2.0-85143166920,In-situ transesterification of microalgae using carbon-based catalyst under pulsed microwave irradiation,Biomass and Bioenergy,2023-01-01T00:00:00.000Z,10.1016/j.biombioe.2022.106662,1,Japan,2023
AGRI,SCOPUS_ID:85143166920,2-s2.0-85143166920,In-situ transesterification of microalgae using carbon-based catalyst under pulsed microwave irradiation,Biomass and Bioenergy,2023-01-01T00:00:00.000Z,10.1016/j.biombioe.2022.106662,1,Malaysia,2023
AGRI,SCOPUS_ID:85143166920,2-s2.0-85143166920,In-situ transesterification of microalgae using carbon-based catalyst under pulsed microwave irradiation,Biomass and Bioenergy,2023-01-01T00:00:00.000Z,10.1016/j.biombioe.2022.106662,1,Thailand,2023
AGRI,SCOPUS_ID:85143215824,2-s2.0-85143215824,Effect of nanoemulsion to minimise undesirable odour and colour of cinnamon bark oil and to improve sensory properties of refrigerated Asian seabass fillets,International Journal of Food Science and Technology,2023-01-01T00:00:00.000Z,10.1111/ijfs.16171,0,Thailand,2023
AGRI,SCOPUS_ID:85143215824,2-s2.0-85143215824,Effect of nanoemulsion to minimise undesirable odour and colour of cinnamon bark oil and to improve sensory properties of refrigerated Asian seabass fillets,International Journal of Food Science and Technology,2023-01-01T00:00:00.000Z,10.1111/ijfs.16171,0,United States,2023
AGRI,SCOPUS_ID:85143876556,2-s2.0-85143876556,"Sulfated polysaccharides derived from marine microalgae, Synechococcus sp. VDW, inhibit the human colon cancer cell line Caco-2 by promoting cell apoptosis via the JNK and p38 MAPK signaling pathway",Algal Research,2023-01-01T00:00:00.000Z,10.1016/j.algal.2022.102919,1,Thailand,2023
AGRI,SCOPUS_ID:85144474047,2-s2.0-85144474047,Synergistic photoinactivation of Escherichia coli and Listeria innocua by curcumin and lauric arginate ethyl ester micelles,LWT,2023-01-01T00:00:00.000Z,10.1016/j.lwt.2022.114317,1,Canada,2023
AGRI,SCOPUS_ID:85144474047,2-s2.0-85144474047,Synergistic photoinactivation of Escherichia coli and Listeria innocua by curcumin and lauric arginate ethyl ester micelles,LWT,2023-01-01T00:00:00.000Z,10.1016/j.lwt.2022.114317,1,Thailand,2023
AGRI,SCOPUS_ID:85144474047,2-s2.0-85144474047,Synergistic photoinactivation of Escherichia coli and Listeria innocua by curcumin and lauric arginate ethyl ester micelles,LWT,2023-01-01T00:00:00.000Z,10.1016/j.lwt.2022.114317,1,United States,2023
AGRI,SCOPUS_ID:85144508450,2-s2.0-85144508450,"Streptococcus suis is a lethal pathogen in snakeskin gourami, Trichopodus pectoralis",Aquaculture,2023-03-15T00:00:00.000Z,10.1016/j.aquaculture.2022.739173,2,Thailand,2023
AGRI,SCOPUS_ID:85145826421,2-s2.0-85145826421,Antioxidant and Anti-Skin Aging Potential of Selected Thai Plants: In Vitro Evaluation and In Silico Target Prediction,Plants,2023-01-01T00:00:00.000Z,10.3390/plants12010065,3,Thailand,2023
AGRI,SCOPUS_ID:85145895766,2-s2.0-85145895766,Health-Promoting Behaviors among Older Adults with Noncommunicable Diseases in Rural and Urban Areas during the New Normal Post-COVID-19 Era: A Structural Equation Modeling Analysis,Nutrients,2023-01-01T00:00:00.000Z,10.3390/nu15010101,1,Thailand,2023
AGRI,SCOPUS_ID:85145933111,2-s2.0-85145933111,Cloning of glutamine synthetase gene from abdominal muscle of kuruma shrimp Marsupenaeus japonicus and its expression profile,Fisheries Science,2023-03-01T00:00:00.000Z,10.1007/s12562-022-01658-2,0,Japan,2023
AGRI,SCOPUS_ID:85145933111,2-s2.0-85145933111,Cloning of glutamine synthetase gene from abdominal muscle of kuruma shrimp Marsupenaeus japonicus and its expression profile,Fisheries Science,2023-03-01T00:00:00.000Z,10.1007/s12562-022-01658-2,0,Thailand,2023
AGRI,SCOPUS_ID:85145942251,2-s2.0-85145942251,"Tea Plant (Camellia sinensis): A Current Update on Use in Diabetes, Obesity, and Cardiovascular Disease",Nutrients,2023-01-01T00:00:00.000Z,10.3390/nu15010037,6,Thailand,2023
AGRI,SCOPUS_ID:85146008859,2-s2.0-85146008859,"Effects of argon dielectric barrier discharge (DBD) cold plasma treatment on mechanical, barrier and antimicrobial properties of chitosan film",International Journal of Food Science and Technology,2023-02-01T00:00:00.000Z,10.1111/ijfs.16262,2,Thailand,2023
AGRI,SCOPUS_ID:85146008859,2-s2.0-85146008859,"Effects of argon dielectric barrier discharge (DBD) cold plasma treatment on mechanical, barrier and antimicrobial properties of chitosan film",International Journal of Food Science and Technology,2023-02-01T00:00:00.000Z,10.1111/ijfs.16262,2,United States,2023
AGRI,SCOPUS_ID:85146294985,2-s2.0-85146294985,Foam-mat freeze-drying approach for preserving stability and antimicrobial activity of clove essential oil nanoemulsion,Food Bioscience,2023-04-01T00:00:00.000Z,10.1016/j.fbio.2023.102369,1,Thailand,2023
AGRI,SCOPUS_ID:85146294985,2-s2.0-85146294985,Foam-mat freeze-drying approach for preserving stability and antimicrobial activity of clove essential oil nanoemulsion,Food Bioscience,2023-04-01T00:00:00.000Z,10.1016/j.fbio.2023.102369,1,United States,2023
AGRI,SCOPUS_ID:85146364727,2-s2.0-85146364727,Evaluation Of Plasma Cardiac Troponin I In Asian Elephants (Elephas Maximus) Using Two Clinical Analyzers,Journal of Zoo and Wildlife Medicine,2023-01-05T00:00:00.000Z,10.1638/2021-0164,0,Thailand,2023
AGRI,SCOPUS_ID:85146364727,2-s2.0-85146364727,Evaluation Of Plasma Cardiac Troponin I In Asian Elephants (Elephas Maximus) Using Two Clinical Analyzers,Journal of Zoo and Wildlife Medicine,2023-01-05T00:00:00.000Z,10.1638/2021-0164,0,United States,2023
AGRI,SCOPUS_ID:85146389487,2-s2.0-85146389487,A comparison of 25 complete chloroplast genomes between sister mangrove species Kandelia obovata and Kandelia candel geographically separated by the South China Sea,Frontiers in Plant Science,2023-01-04T00:00:00.000Z,10.3389/fpls.2022.1075353,1,Bangladesh,2023
AGRI,SCOPUS_ID:85146389487,2-s2.0-85146389487,A comparison of 25 complete chloroplast genomes between sister mangrove species Kandelia obovata and Kandelia candel geographically separated by the South China Sea,Frontiers in Plant Science,2023-01-04T00:00:00.000Z,10.3389/fpls.2022.1075353,1,China,2023
AGRI,SCOPUS_ID:85146389487,2-s2.0-85146389487,A comparison of 25 complete chloroplast genomes between sister mangrove species Kandelia obovata and Kandelia candel geographically separated by the South China Sea,Frontiers in Plant Science,2023-01-04T00:00:00.000Z,10.3389/fpls.2022.1075353,1,Thailand,2023
AGRI,SCOPUS_ID:85146394334,2-s2.0-85146394334,Possibly Oxfordian (Upper Jurassic) cockroach assemblage (Insecta: Blattaria) from the Phra Wihan Formation in Thailand,Biologia,2023-06-01T00:00:00.000Z,10.1007/s11756-022-01294-2,2,Slovakia,2023
AGRI,SCOPUS_ID:85146394334,2-s2.0-85146394334,Possibly Oxfordian (Upper Jurassic) cockroach assemblage (Insecta: Blattaria) from the Phra Wihan Formation in Thailand,Biologia,2023-06-01T00:00:00.000Z,10.1007/s11756-022-01294-2,2,Thailand,2023
AGRI,SCOPUS_ID:85146419977,2-s2.0-85146419977,Utilization of palm oil as an alternative processing oil in carbon black-filled natural rubber compounds,Industrial Crops and Products,2023-04-01T00:00:00.000Z,10.1016/j.indcrop.2023.116270,2,Thailand,2023
AGRI,SCOPUS_ID:85146446538,2-s2.0-85146446538,"New records of the caddisflies Diplectrona erinya Malicky, 2002 and Diplectrona extrema Banks, 1920 (Trichoptera, Hydropsychidae) from Thailand",Check List,2023-01-01T00:00:00.000Z,10.15560/19.1.13,0,Thailand,2023
AGRI,SCOPUS_ID:85146674976,2-s2.0-85146674976,Urban-Rural Links for Sustainable Food Consumption in Bangkok,International Journal on Food System Dynamics,2023-01-01T00:00:00.000Z,10.18461/ijfsd.v14i1.E3,0,Australia,2023
AGRI,SCOPUS_ID:85146674976,2-s2.0-85146674976,Urban-Rural Links for Sustainable Food Consumption in Bangkok,International Journal on Food System Dynamics,2023-01-01T00:00:00.000Z,10.18461/ijfsd.v14i1.E3,0,Sweden,2023
AGRI,SCOPUS_ID:85146674976,2-s2.0-85146674976,Urban-Rural Links for Sustainable Food Consumption in Bangkok,International Journal on Food System Dynamics,2023-01-01T00:00:00.000Z,10.18461/ijfsd.v14i1.E3,0,Thailand,2023
AGRI,SCOPUS_ID:85146738807,2-s2.0-85146738807,Ultrasound-Assisted Extraction of Bioactive Compounds from Cocoa Shell and Their Encapsulation in Gum Arabic and Maltodextrin: A Technology to Produce Functional Food Ingredients,Foods,2023-01-01T00:00:00.000Z,10.3390/foods12020412,4,Thailand,2023
AGRI,SCOPUS_ID:85146738807,2-s2.0-85146738807,Ultrasound-Assisted Extraction of Bioactive Compounds from Cocoa Shell and Their Encapsulation in Gum Arabic and Maltodextrin: A Technology to Produce Functional Food Ingredients,Foods,2023-01-01T00:00:00.000Z,10.3390/foods12020412,4,United States,2023
AGRI,SCOPUS_ID:85146752951,2-s2.0-85146752951,Serum Anti-Müllerian Hormone Levels and Estrous Monitoring of GnRH Agonist Deslorelin-Induced Estrus in Bitches: A Pilot Study,Animals,2023-01-01T00:00:00.000Z,10.3390/ani13020258,1,Germany,2023
AGRI,SCOPUS_ID:85146752951,2-s2.0-85146752951,Serum Anti-Müllerian Hormone Levels and Estrous Monitoring of GnRH Agonist Deslorelin-Induced Estrus in Bitches: A Pilot Study,Animals,2023-01-01T00:00:00.000Z,10.3390/ani13020258,1,Thailand,2023
AGRI,SCOPUS_ID:85146768706,2-s2.0-85146768706,"In Mild and Moderate Acute Ischemic Stroke, Increased Lipid Peroxidation and Lowered Antioxidant Defenses Are Strongly Associated with Disabilities and Final Stroke Core Volume",Antioxidants,2023-01-01T00:00:00.000Z,10.3390/antiox12010188,0,Australia,2023
AGRI,SCOPUS_ID:85146768706,2-s2.0-85146768706,"In Mild and Moderate Acute Ischemic Stroke, Increased Lipid Peroxidation and Lowered Antioxidant Defenses Are Strongly Associated with Disabilities and Final Stroke Core Volume",Antioxidants,2023-01-01T00:00:00.000Z,10.3390/antiox12010188,0,Brazil,2023
AGRI,SCOPUS_ID:85146768706,2-s2.0-85146768706,"In Mild and Moderate Acute Ischemic Stroke, Increased Lipid Peroxidation and Lowered Antioxidant Defenses Are Strongly Associated with Disabilities and Final Stroke Core Volume",Antioxidants,2023-01-01T00:00:00.000Z,10.3390/antiox12010188,0,Bulgaria,2023
AGRI,SCOPUS_ID:85146768706,2-s2.0-85146768706,"In Mild and Moderate Acute Ischemic Stroke, Increased Lipid Peroxidation and Lowered Antioxidant Defenses Are Strongly Associated with Disabilities and Final Stroke Core Volume",Antioxidants,2023-01-01T00:00:00.000Z,10.3390/antiox12010188,0,Iraq,2023
AGRI,SCOPUS_ID:85146768706,2-s2.0-85146768706,"In Mild and Moderate Acute Ischemic Stroke, Increased Lipid Peroxidation and Lowered Antioxidant Defenses Are Strongly Associated with Disabilities and Final Stroke Core Volume",Antioxidants,2023-01-01T00:00:00.000Z,10.3390/antiox12010188,0,Thailand,2023
AGRI,SCOPUS_ID:85146791299,2-s2.0-85146791299,Antioxidants and Quality Changes of Thermally Processed Purple Corn (Zea mays L.) Milk Fortified with Low Sucrose Content during Cold Storage,Foods,2023-01-01T00:00:00.000Z,10.3390/foods12020277,3,New Zealand,2023
AGRI,SCOPUS_ID:85146791299,2-s2.0-85146791299,Antioxidants and Quality Changes of Thermally Processed Purple Corn (Zea mays L.) Milk Fortified with Low Sucrose Content during Cold Storage,Foods,2023-01-01T00:00:00.000Z,10.3390/foods12020277,3,Thailand,2023
AGRI,SCOPUS_ID:85146791299,2-s2.0-85146791299,Antioxidants and Quality Changes of Thermally Processed Purple Corn (Zea mays L.) Milk Fortified with Low Sucrose Content during Cold Storage,Foods,2023-01-01T00:00:00.000Z,10.3390/foods12020277,3,United States,2023
AGRI,SCOPUS_ID:85146809637,2-s2.0-85146809637,Chito-Oligosaccharide and Propolis Extract of Stingless Bees Reduce the Infection Load of Nosema ceranae in Apis dorsata (Hymenoptera: Apidae),Journal of Fungi,2023-01-01T00:00:00.000Z,10.3390/jof9010020,0,Germany,2023
AGRI,SCOPUS_ID:85146809637,2-s2.0-85146809637,Chito-Oligosaccharide and Propolis Extract of Stingless Bees Reduce the Infection Load of Nosema ceranae in Apis dorsata (Hymenoptera: Apidae),Journal of Fungi,2023-01-01T00:00:00.000Z,10.3390/jof9010020,0,Switzerland,2023
AGRI,SCOPUS_ID:85146809637,2-s2.0-85146809637,Chito-Oligosaccharide and Propolis Extract of Stingless Bees Reduce the Infection Load of Nosema ceranae in Apis dorsata (Hymenoptera: Apidae),Journal of Fungi,2023-01-01T00:00:00.000Z,10.3390/jof9010020,0,Thailand,2023
AGRI,SCOPUS_ID:85146809637,2-s2.0-85146809637,Chito-Oligosaccharide and Propolis Extract of Stingless Bees Reduce the Infection Load of Nosema ceranae in Apis dorsata (Hymenoptera: Apidae),Journal of Fungi,2023-01-01T00:00:00.000Z,10.3390/jof9010020,0,Turkey,2023
AGRI,SCOPUS_ID:85146817479,2-s2.0-85146817479,"Pen Versus Crate: A Comparative Study on the Effects of Different Farrowing Systems on Farrowing Performance, Colostrum Yield and Piglet Preweaning Mortality in Sows under Tropical Conditions",Animals,2023-01-01T00:00:00.000Z,10.3390/ani13020233,1,Thailand,2023
AGRI,SCOPUS_ID:85146817479,2-s2.0-85146817479,"Pen Versus Crate: A Comparative Study on the Effects of Different Farrowing Systems on Farrowing Performance, Colostrum Yield and Piglet Preweaning Mortality in Sows under Tropical Conditions",Animals,2023-01-01T00:00:00.000Z,10.3390/ani13020233,1,United States,2023
AGRI,SCOPUS_ID:85146826001,2-s2.0-85146826001,Garcinia dulcis Flower Extract Alters Gut Microbiota and Fecal Metabolomic Profiles of 2K1C Hypertensive Rats,Nutrients,2023-01-01T00:00:00.000Z,10.3390/nu15020268,0,Thailand,2023
AGRI,SCOPUS_ID:85146887054,2-s2.0-85146887054,Resilience to unusual flooding after 2021 tropical storms in part of mainland Southeast Asia,Frontiers in Ecology and Evolution,2023-01-04T00:00:00.000Z,10.3389/fevo.2022.1072993,0,Thailand,2023
AGRI,SCOPUS_ID:85147211003,2-s2.0-85147211003,Natural rubber latex cushioning packaging to reduce vibration damage in guava during simulated transportation,Postharvest Biology and Technology,2023-05-01T00:00:00.000Z,10.1016/j.postharvbio.2023.112273,2,Japan,2023
AGRI,SCOPUS_ID:85147211003,2-s2.0-85147211003,Natural rubber latex cushioning packaging to reduce vibration damage in guava during simulated transportation,Postharvest Biology and Technology,2023-05-01T00:00:00.000Z,10.1016/j.postharvbio.2023.112273,2,Thailand,2023
AGRI,SCOPUS_ID:85147341649,2-s2.0-85147341649,Genomics-driven prophylactic measures to increase streptococcosis resistance in tilapia,Journal of Fish Diseases,2023-06-01T00:00:00.000Z,10.1111/jfd.13763,1,Thailand,2023
AGRI,SCOPUS_ID:85147371828,2-s2.0-85147371828,"Comparative study of the larval development of four anuran species from the Khorat Plateau, Thailand",Raffles Bulletin of Zoology,2023-01-01T00:00:00.000Z,10.26107/RBZ-2023-0003,0,Germany,2023
AGRI,SCOPUS_ID:85147371828,2-s2.0-85147371828,"Comparative study of the larval development of four anuran species from the Khorat Plateau, Thailand",Raffles Bulletin of Zoology,2023-01-01T00:00:00.000Z,10.26107/RBZ-2023-0003,0,Thailand,2023
AGRI,SCOPUS_ID:85147379888,2-s2.0-85147379888,Legacy effects post removal of a range-expanding shrub influence soil fungal communities and create negative plant-soil feedbacks for conspecific seedlings,Plant and Soil,2023-04-01T00:00:00.000Z,10.1007/s11104-023-05896-w,2,Canada,2023
AGRI,SCOPUS_ID:85147379888,2-s2.0-85147379888,Legacy effects post removal of a range-expanding shrub influence soil fungal communities and create negative plant-soil feedbacks for conspecific seedlings,Plant and Soil,2023-04-01T00:00:00.000Z,10.1007/s11104-023-05896-w,2,Thailand,2023
AGRI,SCOPUS_ID:85147379888,2-s2.0-85147379888,Legacy effects post removal of a range-expanding shrub influence soil fungal communities and create negative plant-soil feedbacks for conspecific seedlings,Plant and Soil,2023-04-01T00:00:00.000Z,10.1007/s11104-023-05896-w,2,United States,2023
AGRI,SCOPUS_ID:85147724884,2-s2.0-85147724884,Characterization of Lactic Acid Bacteria from Fermented Fish (pla-paeng-daeng) and Their Cholesterol-lowering and Immunomodulatory Effects,Microbes and Environments,2023-01-01T00:00:00.000Z,10.1264/jsme2.ME22044,0,Japan,2023
AGRI,SCOPUS_ID:85147724884,2-s2.0-85147724884,Characterization of Lactic Acid Bacteria from Fermented Fish (pla-paeng-daeng) and Their Cholesterol-lowering and Immunomodulatory Effects,Microbes and Environments,2023-01-01T00:00:00.000Z,10.1264/jsme2.ME22044,0,Thailand,2023
AGRI,SCOPUS_ID:85147808481,2-s2.0-85147808481,Cassava pullulanase and its synergistic debranching action with isoamylase 3 in starch catabolism,Frontiers in Plant Science,2023-01-27T00:00:00.000Z,10.3389/fpls.2023.1114215,1,Thailand,2023
AGRI,SCOPUS_ID:85147808481,2-s2.0-85147808481,Cassava pullulanase and its synergistic debranching action with isoamylase 3 in starch catabolism,Frontiers in Plant Science,2023-01-27T00:00:00.000Z,10.3389/fpls.2023.1114215,1,United Kingdom,2023
AGRI,SCOPUS_ID:85147873754,2-s2.0-85147873754,"Regulatory Effects of Thai Rice By-Product Extracts from Oryza sativa L. cv. Bue Bang 3 CMU and Bue Bang 4 CMU on Melanin Production, Nitric Oxide Secretion, and Steroid 5α-Reductase Inhibition",Plants,2023-02-01T00:00:00.000Z,10.3390/plants12030653,0,Spain,2023
AGRI,SCOPUS_ID:85147873754,2-s2.0-85147873754,"Regulatory Effects of Thai Rice By-Product Extracts from Oryza sativa L. cv. Bue Bang 3 CMU and Bue Bang 4 CMU on Melanin Production, Nitric Oxide Secretion, and Steroid 5α-Reductase Inhibition",Plants,2023-02-01T00:00:00.000Z,10.3390/plants12030653,0,Thailand,2023
AGRI,SCOPUS_ID:85147875826,2-s2.0-85147875826,"Effect of Overfilled Solvent and Storage Time of Subcritical Extraction of Jasminum sambac on Yield, Antioxidant Activity, Antimicrobial Activity and Tentative Volatile Compounds",Plants,2023-02-01T00:00:00.000Z,10.3390/plants12030585,0,Thailand,2023
AGRI,SCOPUS_ID:85148474147,2-s2.0-85148474147,Macaque progressions: passing order during single-file movements reflects the social structure of a wild stump-tailed macaque group,Primates,2023-05-01T00:00:00.000Z,10.1007/s10329-023-01055-y,0,Japan,2023
AGRI,SCOPUS_ID:85148474147,2-s2.0-85148474147,Macaque progressions: passing order during single-file movements reflects the social structure of a wild stump-tailed macaque group,Primates,2023-05-01T00:00:00.000Z,10.1007/s10329-023-01055-y,0,Malaysia,2023
AGRI,SCOPUS_ID:85148474147,2-s2.0-85148474147,Macaque progressions: passing order during single-file movements reflects the social structure of a wild stump-tailed macaque group,Primates,2023-05-01T00:00:00.000Z,10.1007/s10329-023-01055-y,0,Thailand,2023
AGRI,SCOPUS_ID:85148639816,2-s2.0-85148639816,"MORPHOMETRIC ANALYSIS AND CHARACTERIZATION OF PERIPHERAL BLOOD CELLS IN THE GOLDEN TREE SNAKE Chrysopelea ornata (SHAW, 1802)",Russian Journal of Herpetology,2023-01-01T00:00:00.000Z,10.30906/1026-2296-2023-30-1-11-19,0,Thailand,2023
AGRI,SCOPUS_ID:85148851427,2-s2.0-85148851427,Keep Moving to Retain the Healthy Self: The Influence of Physical Exercise in Health Anxiety among Chinese Menopausal Women,Behavioral Sciences,2023-02-01T00:00:00.000Z,10.3390/bs13020140,1,China,2023
AGRI,SCOPUS_ID:85148851427,2-s2.0-85148851427,Keep Moving to Retain the Healthy Self: The Influence of Physical Exercise in Health Anxiety among Chinese Menopausal Women,Behavioral Sciences,2023-02-01T00:00:00.000Z,10.3390/bs13020140,1,Germany,2023
