Subject,Identifier,EID,Title,Publication Name,Publication Date,DOI,Cited By Count,Affiliation Country,Year
AGRI,SCOPUS_ID:85115798450,2-s2.0-85115798450,Tilapia Lake Virus was not detected in non-tilapine species within tilapia polyculture systems of Bangladesh,Journal of Fish Diseases,2022-01-01T00:00:00.000Z,10.1111/jfd.13537,4,Thailand,2022
AGRI,SCOPUS_ID:85115798450,2-s2.0-85115798450,Tilapia Lake Virus was not detected in non-tilapine species within tilapia polyculture systems of Bangladesh,Journal of Fish Diseases,2022-01-01T00:00:00.000Z,10.1111/jfd.13537,4,Viet Nam,2022
AGRI,SCOPUS_ID:85115891956,2-s2.0-85115891956,"Improvement of solubility, foaming, and emulsification properties of coconut (Cocos nucifera L.) protein by non-enzymatic deamidation",LWT,2022-01-01T00:00:00.000Z,10.1016/j.lwt.2021.112493,13,Thailand,2022
AGRI,SCOPUS_ID:85116909509,2-s2.0-85116909509,"Chitosan oligosaccharide/alginate nanoparticles as an effective carrier for astaxanthin with improving stability, in vitro oral bioaccessibility, and bioavailability",Food Hydrocolloids,2022-03-01T00:00:00.000Z,10.1016/j.foodhyd.2021.107246,39,Thailand,2022
AGRI,SCOPUS_ID:85117927593,2-s2.0-85117927593,Amelioration of nitrosative stress to reduce pericarp browning of harvested longan by chlorine dioxide,Scientia Horticulturae,2022-02-05T00:00:00.000Z,10.1016/j.scienta.2021.110678,4,Thailand,2022
AGRI,SCOPUS_ID:85118253833,2-s2.0-85118253833,Genome-wide association study on milk production and somatic cell score for Thai dairy cattle using weighted single-step approach with random regression test-day model,Journal of Dairy Science,2022-01-01T00:00:00.000Z,10.3168/jds.2020-19826,20,Thailand,2022
AGRI,SCOPUS_ID:85118293946,2-s2.0-85118293946,Improving moisture barrier and functional properties of active film from genipin-crosslinked chitosan/astaxanthin film by heat curing,International Journal of Food Science and Technology,2022-01-01T00:00:00.000Z,10.1111/ijfs.15396,6,South Korea,2022
AGRI,SCOPUS_ID:85118293946,2-s2.0-85118293946,Improving moisture barrier and functional properties of active film from genipin-crosslinked chitosan/astaxanthin film by heat curing,International Journal of Food Science and Technology,2022-01-01T00:00:00.000Z,10.1111/ijfs.15396,6,Thailand,2022
AGRI,SCOPUS_ID:85118508966,2-s2.0-85118508966,"α-Glucosidase and pancreatic lipase inhibitory effects and anti-adipogenic activity of dendrofalconerol B, a bisbibenzyl from Dendrobium harveyanum",South African Journal of Botany,2022-05-01T00:00:00.000Z,10.1016/j.sajb.2021.10.025,6,Thailand,2022
AGRI,SCOPUS_ID:85118855056,2-s2.0-85118855056,Biomechanical properties of the growing and decaying roots of Cynodon dactylon,Plant and Soil,2022-02-01T00:00:00.000Z,10.1007/s11104-021-05207-1,12,Hong Kong,2022
AGRI,SCOPUS_ID:85118855056,2-s2.0-85118855056,Biomechanical properties of the growing and decaying roots of Cynodon dactylon,Plant and Soil,2022-02-01T00:00:00.000Z,10.1007/s11104-021-05207-1,12,Thailand,2022
AGRI,SCOPUS_ID:85118855056,2-s2.0-85118855056,Biomechanical properties of the growing and decaying roots of Cynodon dactylon,Plant and Soil,2022-02-01T00:00:00.000Z,10.1007/s11104-021-05207-1,12,United Kingdom,2022
AGRI,SCOPUS_ID:85119092563,2-s2.0-85119092563,"Microbiological safety and microbiota of Kapi, Thai traditional fermented shrimp paste, from different sources",LWT,2022-01-15T00:00:00.000Z,10.1016/j.lwt.2021.112763,3,Japan,2022
AGRI,SCOPUS_ID:85119092563,2-s2.0-85119092563,"Microbiological safety and microbiota of Kapi, Thai traditional fermented shrimp paste, from different sources",LWT,2022-01-15T00:00:00.000Z,10.1016/j.lwt.2021.112763,3,Thailand,2022
AGRI,SCOPUS_ID:85119506276,2-s2.0-85119506276,Importance of Thai macaque bioresources for biological research and human health,Journal of Medical Primatology,2022-02-01T00:00:00.000Z,10.1111/jmp.12555,1,Thailand,2022
AGRI,SCOPUS_ID:85119884703,2-s2.0-85119884703,"Population Structure of Macaca fascicularis aurea, and their Genetic Relationships with M. f. fascicularis and M. mulatta Determined by 868 RADseq-Derived Autosomal SNPs—A consideration for biomedical research",Journal of Medical Primatology,2022-02-01T00:00:00.000Z,10.1111/jmp.12554,3,Thailand,2022
AGRI,SCOPUS_ID:85119884703,2-s2.0-85119884703,"Population Structure of Macaca fascicularis aurea, and their Genetic Relationships with M. f. fascicularis and M. mulatta Determined by 868 RADseq-Derived Autosomal SNPs—A consideration for biomedical research",Journal of Medical Primatology,2022-02-01T00:00:00.000Z,10.1111/jmp.12554,3,United States,2022
AGRI,SCOPUS_ID:85120540682,2-s2.0-85120540682,Streptococcus agalactiae infection caused spinal deformity in juvenile red tilapia (Oreochromis sp.),Journal of Fish Diseases,2022-04-01T00:00:00.000Z,10.1111/jfd.13568,3,Thailand,2022
AGRI,SCOPUS_ID:85121350034,2-s2.0-85121350034,Phylogeny of Globba section Nudae and taxonomic revision of the new Globba subsection Pelecantherae,Plant Systematics and Evolution,2022-02-01T00:00:00.000Z,10.1007/s00606-021-01789-6,2,Czech Republic,2022
AGRI,SCOPUS_ID:85121350034,2-s2.0-85121350034,Phylogeny of Globba section Nudae and taxonomic revision of the new Globba subsection Pelecantherae,Plant Systematics and Evolution,2022-02-01T00:00:00.000Z,10.1007/s00606-021-01789-6,2,Thailand,2022
AGRI,SCOPUS_ID:85121350034,2-s2.0-85121350034,Phylogeny of Globba section Nudae and taxonomic revision of the new Globba subsection Pelecantherae,Plant Systematics and Evolution,2022-02-01T00:00:00.000Z,10.1007/s00606-021-01789-6,2,United Kingdom,2022
AGRI,SCOPUS_ID:85121651730,2-s2.0-85121651730,"Lactiplantibacillus plantarum dfa1 outperforms enterococcus faecium dfa1 on anti-obesity in high fat-induced obesity mice possibly through the differences in gut dysbiosis attenuation, despite the similar anti-inflammatory properties",Nutrients,2022-01-01T00:00:00.000Z,10.3390/nu14010080,16,Thailand,2022
AGRI,SCOPUS_ID:85121651730,2-s2.0-85121651730,"Lactiplantibacillus plantarum dfa1 outperforms enterococcus faecium dfa1 on anti-obesity in high fat-induced obesity mice possibly through the differences in gut dysbiosis attenuation, despite the similar anti-inflammatory properties",Nutrients,2022-01-01T00:00:00.000Z,10.3390/nu14010080,16,United States,2022
AGRI,SCOPUS_ID:85121711696,2-s2.0-85121711696,"Description of the Himalayan newt Tylototriton verrucosus (Urodela: Salamandridae) in northern Thailand with its phylogenetic relationships, distribution, and conservation status",Journal of Asia-Pacific Biodiversity,2022-03-01T00:00:00.000Z,10.1016/j.japb.2021.10.006,0,France,2022
AGRI,SCOPUS_ID:85121711696,2-s2.0-85121711696,"Description of the Himalayan newt Tylototriton verrucosus (Urodela: Salamandridae) in northern Thailand with its phylogenetic relationships, distribution, and conservation status",Journal of Asia-Pacific Biodiversity,2022-03-01T00:00:00.000Z,10.1016/j.japb.2021.10.006,0,Japan,2022
AGRI,SCOPUS_ID:85121711696,2-s2.0-85121711696,"Description of the Himalayan newt Tylototriton verrucosus (Urodela: Salamandridae) in northern Thailand with its phylogenetic relationships, distribution, and conservation status",Journal of Asia-Pacific Biodiversity,2022-03-01T00:00:00.000Z,10.1016/j.japb.2021.10.006,0,Thailand,2022
AGRI,SCOPUS_ID:85121792380,2-s2.0-85121792380,The effect of rice vs. Wheat ingestion on postprandial gastroesophageal reflux (ger) symptoms in patients with overlapping gerd-irritable bowel syndrome (ibs),Foods,2022-01-01T00:00:00.000Z,10.3390/foods11010026,2,Thailand,2022
AGRI,SCOPUS_ID:85121827720,2-s2.0-85121827720,"Competition and epibiosis by the sponge Pseudoceratina purpurea (Carter, 1880) on scleractinian corals at a tourism hotspot in the Gulf of Thailand",Regional Studies in Marine Science,2022-01-01T00:00:00.000Z,10.1016/j.rsma.2021.102131,3,Australia,2022
AGRI,SCOPUS_ID:85121827720,2-s2.0-85121827720,"Competition and epibiosis by the sponge Pseudoceratina purpurea (Carter, 1880) on scleractinian corals at a tourism hotspot in the Gulf of Thailand",Regional Studies in Marine Science,2022-01-01T00:00:00.000Z,10.1016/j.rsma.2021.102131,3,Canada,2022
AGRI,SCOPUS_ID:85121827720,2-s2.0-85121827720,"Competition and epibiosis by the sponge Pseudoceratina purpurea (Carter, 1880) on scleractinian corals at a tourism hotspot in the Gulf of Thailand",Regional Studies in Marine Science,2022-01-01T00:00:00.000Z,10.1016/j.rsma.2021.102131,3,France,2022
AGRI,SCOPUS_ID:85121827720,2-s2.0-85121827720,"Competition and epibiosis by the sponge Pseudoceratina purpurea (Carter, 1880) on scleractinian corals at a tourism hotspot in the Gulf of Thailand",Regional Studies in Marine Science,2022-01-01T00:00:00.000Z,10.1016/j.rsma.2021.102131,3,Thailand,2022
AGRI,SCOPUS_ID:85121827720,2-s2.0-85121827720,"Competition and epibiosis by the sponge Pseudoceratina purpurea (Carter, 1880) on scleractinian corals at a tourism hotspot in the Gulf of Thailand",Regional Studies in Marine Science,2022-01-01T00:00:00.000Z,10.1016/j.rsma.2021.102131,3,United States,2022
AGRI,SCOPUS_ID:85122290407,2-s2.0-85122290407,Determination of antifungal volatile organic compounds of upland rice vinegar and their inhibition effects on Aspergillus flavus in dried chili pepper,Food Bioscience,2022-04-01T00:00:00.000Z,10.1016/j.fbio.2022.101543,4,Italy,2022
AGRI,SCOPUS_ID:85122290407,2-s2.0-85122290407,Determination of antifungal volatile organic compounds of upland rice vinegar and their inhibition effects on Aspergillus flavus in dried chili pepper,Food Bioscience,2022-04-01T00:00:00.000Z,10.1016/j.fbio.2022.101543,4,Thailand,2022
AGRI,SCOPUS_ID:85122477809,2-s2.0-85122477809,Salt stress responses and SNP-based phylogenetic analysis of Thai rice cultivars,Plant Genome,2022-03-01T00:00:00.000Z,10.1002/tpg2.20189,2,Nigeria,2022
AGRI,SCOPUS_ID:85122477809,2-s2.0-85122477809,Salt stress responses and SNP-based phylogenetic analysis of Thai rice cultivars,Plant Genome,2022-03-01T00:00:00.000Z,10.1002/tpg2.20189,2,Thailand,2022
AGRI,SCOPUS_ID:85122477809,2-s2.0-85122477809,Salt stress responses and SNP-based phylogenetic analysis of Thai rice cultivars,Plant Genome,2022-03-01T00:00:00.000Z,10.1002/tpg2.20189,2,United States,2022
AGRI,SCOPUS_ID:85122622341,2-s2.0-85122622341,Impacts of oxygen and ozone nanobubbles on bacteriophage in aquaculture system,Aquaculture,2022-03-30T00:00:00.000Z,10.1016/j.aquaculture.2022.737894,8,Hong Kong,2022
AGRI,SCOPUS_ID:85122622341,2-s2.0-85122622341,Impacts of oxygen and ozone nanobubbles on bacteriophage in aquaculture system,Aquaculture,2022-03-30T00:00:00.000Z,10.1016/j.aquaculture.2022.737894,8,Thailand,2022
AGRI,SCOPUS_ID:85122622341,2-s2.0-85122622341,Impacts of oxygen and ozone nanobubbles on bacteriophage in aquaculture system,Aquaculture,2022-03-30T00:00:00.000Z,10.1016/j.aquaculture.2022.737894,8,Viet Nam,2022
AGRI,SCOPUS_ID:85122670507,2-s2.0-85122670507,Angiotensin converting enzyme inhibitors/cyclodextrin inclusion complexes: solution and solid-state characterizations and their thermal stability,Journal of Inclusion Phenomena and Macrocyclic Chemistry,2022-04-01T00:00:00.000Z,10.1007/s10847-021-01124-z,1,Iceland,2022
AGRI,SCOPUS_ID:85122670507,2-s2.0-85122670507,Angiotensin converting enzyme inhibitors/cyclodextrin inclusion complexes: solution and solid-state characterizations and their thermal stability,Journal of Inclusion Phenomena and Macrocyclic Chemistry,2022-04-01T00:00:00.000Z,10.1007/s10847-021-01124-z,1,Thailand,2022
AGRI,SCOPUS_ID:85122674539,2-s2.0-85122674539,"Effectiveness of Positive Deviance, an Asset-Based Behavior Change Approach, to Improve Knowledge, Attitudes, and Practices Regarding Dengue in Low-Income Communities (Slums) of Islamabad, Pakistan: A Mixed-Method Study",Insects,2022-01-01T00:00:00.000Z,10.3390/insects13010071,2,Pakistan,2022
AGRI,SCOPUS_ID:85122674539,2-s2.0-85122674539,"Effectiveness of Positive Deviance, an Asset-Based Behavior Change Approach, to Improve Knowledge, Attitudes, and Practices Regarding Dengue in Low-Income Communities (Slums) of Islamabad, Pakistan: A Mixed-Method Study",Insects,2022-01-01T00:00:00.000Z,10.3390/insects13010071,2,Thailand,2022
AGRI,SCOPUS_ID:85122680333,2-s2.0-85122680333,"Dual infections of tilapia parvovirus (TiPV) and tilapia lake virus (TiLV) in multiple tilapia farms: Their impacts, genetic diversity, viral tropism, and pathological effects",Aquaculture,2022-03-15T00:00:00.000Z,10.1016/j.aquaculture.2022.737887,9,Thailand,2022
AGRI,SCOPUS_ID:85122680333,2-s2.0-85122680333,"Dual infections of tilapia parvovirus (TiPV) and tilapia lake virus (TiLV) in multiple tilapia farms: Their impacts, genetic diversity, viral tropism, and pathological effects",Aquaculture,2022-03-15T00:00:00.000Z,10.1016/j.aquaculture.2022.737887,9,United States,2022
AGRI,SCOPUS_ID:85123030207,2-s2.0-85123030207,Physicochemical characterization of microcapsules containing cold pressed black cumin seed oils (Nigella sativa L.) as an alternative nutrient source in a functional diet,LWT,2022-03-01T00:00:00.000Z,10.1016/j.lwt.2021.113045,3,Thailand,2022
AGRI,SCOPUS_ID:85123243976,2-s2.0-85123243976,The functional starter and its genomic insight for histamine degradation in fish sauce,Food Microbiology,2022-06-01T00:00:00.000Z,10.1016/j.fm.2022.103988,4,Thailand,2022
AGRI,SCOPUS_ID:85123309350,2-s2.0-85123309350,Pharmacokinetic Outcomes of the Interactions of Antiretroviral Agents with Food and Supplements: A Systematic Review and Meta-Analysis,Nutrients,2022-02-01T00:00:00.000Z,10.3390/nu14030520,3,Thailand,2022
AGRI,SCOPUS_ID:85123741479,2-s2.0-85123741479,Dietary Lasia spinosa Thw. Improves Growth Performance in Broilers,Frontiers in Nutrition,2022-01-13T00:00:00.000Z,10.3389/fnut.2021.775223,8,China,2022
AGRI,SCOPUS_ID:85123741479,2-s2.0-85123741479,Dietary Lasia spinosa Thw. Improves Growth Performance in Broilers,Frontiers in Nutrition,2022-01-13T00:00:00.000Z,10.3389/fnut.2021.775223,8,Egypt,2022
AGRI,SCOPUS_ID:85123741479,2-s2.0-85123741479,Dietary Lasia spinosa Thw. Improves Growth Performance in Broilers,Frontiers in Nutrition,2022-01-13T00:00:00.000Z,10.3389/fnut.2021.775223,8,Thailand,2022
AGRI,SCOPUS_ID:85123878586,2-s2.0-85123878586,"Riceberry rice beverage decreases postprandial glycemic response, inflammatory markers and antioxidant status induced by a high-carbohydrate and moderate-fat meal in overweight and obese men",Food and Function,2022-01-21T00:00:00.000Z,10.1039/d1fo03169d,2,Thailand,2022
AGRI,SCOPUS_ID:85124369518,2-s2.0-85124369518,"The Oriental millipede genus Nepalella Shear, 1979, with the description of a new species from Thailand and an updated key (Diplopoda, Chordeumatida, Megalotylidae)",ZooKeys,2022-01-01T00:00:00.000Z,10.3897/zookeys.1084.78744,3,Russian Federation,2022
AGRI,SCOPUS_ID:85124369518,2-s2.0-85124369518,"The Oriental millipede genus Nepalella Shear, 1979, with the description of a new species from Thailand and an updated key (Diplopoda, Chordeumatida, Megalotylidae)",ZooKeys,2022-01-01T00:00:00.000Z,10.3897/zookeys.1084.78744,3,Thailand,2022
AGRI,SCOPUS_ID:85124480878,2-s2.0-85124480878,Quantity and quality of lettuce (Lactuca sativa L.) grown by a circulating hydroponic method with a Halbach array magnetizer,Journal of Food Composition and Analysis,2022-05-01T00:00:00.000Z,10.1016/j.jfca.2022.104460,4,Thailand,2022
AGRI,SCOPUS_ID:85124491986,2-s2.0-85124491986,Probiogenomic analysis and safety assessment of Bacillus isolates using Omics approach in combination with In-vitro,LWT,2022-04-01T00:00:00.000Z,10.1016/j.lwt.2022.113216,7,Thailand,2022
AGRI,SCOPUS_ID:85124549332,2-s2.0-85124549332,Mucus from the Pulmonate Sea Slug Onchidium typhae: Biochemical composition and ecological implications for the intertidal community,Marine Ecology,2022-04-01T00:00:00.000Z,10.1111/maec.12702,1,Thailand,2022
AGRI,SCOPUS_ID:85124573325,2-s2.0-85124573325,Gene flow from rhesus (Macaca mulatta) to cynomolgus macaques (M. fascicularis) and effects of introgressive hybridization on reproduction in two biomedically relevant non-human primate species,Journal of Medical Primatology,2022-04-01T00:00:00.000Z,10.1111/jmp.12570,0,Thailand,2022
AGRI,SCOPUS_ID:85124573325,2-s2.0-85124573325,Gene flow from rhesus (Macaca mulatta) to cynomolgus macaques (M. fascicularis) and effects of introgressive hybridization on reproduction in two biomedically relevant non-human primate species,Journal of Medical Primatology,2022-04-01T00:00:00.000Z,10.1111/jmp.12570,0,United States,2022
AGRI,SCOPUS_ID:85124676128,2-s2.0-85124676128,"Stock Structure Analysis of the Endangered Queen Loach, Botia dario (Hamilton 1822) from Five Rivers of Northern Bangladesh by Using Morphometrics: Implications for Conservation",Fishes,2022-02-01T00:00:00.000Z,10.3390/fishes7010041,3,Bangladesh,2022
AGRI,SCOPUS_ID:85124676128,2-s2.0-85124676128,"Stock Structure Analysis of the Endangered Queen Loach, Botia dario (Hamilton 1822) from Five Rivers of Northern Bangladesh by Using Morphometrics: Implications for Conservation",Fishes,2022-02-01T00:00:00.000Z,10.3390/fishes7010041,3,Germany,2022
AGRI,SCOPUS_ID:85124676128,2-s2.0-85124676128,"Stock Structure Analysis of the Endangered Queen Loach, Botia dario (Hamilton 1822) from Five Rivers of Northern Bangladesh by Using Morphometrics: Implications for Conservation",Fishes,2022-02-01T00:00:00.000Z,10.3390/fishes7010041,3,Thailand,2022
AGRI,SCOPUS_ID:85124741156,2-s2.0-85124741156,Changes in content of bioactive constituents and antioxidant activity of riceberry after food processing and degradation kinetics during storage,Journal of Food Science,2022-03-01T00:00:00.000Z,10.1111/1750-3841.16069,1,Thailand,2022
AGRI,SCOPUS_ID:85124822387,2-s2.0-85124822387,"Phlebotomine Sand Flies in Southern Thailand: Entomological Survey, Identification of Blood Meals and Molecular Detection of Trypanosoma spp.",Insects,2022-02-01T00:00:00.000Z,10.3390/insects13020197,4,Czech Republic,2022
AGRI,SCOPUS_ID:85124822387,2-s2.0-85124822387,"Phlebotomine Sand Flies in Southern Thailand: Entomological Survey, Identification of Blood Meals and Molecular Detection of Trypanosoma spp.",Insects,2022-02-01T00:00:00.000Z,10.3390/insects13020197,4,Thailand,2022
AGRI,SCOPUS_ID:85124943636,2-s2.0-85124943636,The Association between Online Learning and Food Consumption and Lifestyle Behaviors and Quality of Life in Terms of Mental Health of Undergraduate Students during COVID-19 Restrictions,Nutrients,2022-02-01T00:00:00.000Z,10.3390/nu14040890,6,Thailand,2022
AGRI,SCOPUS_ID:85124960850,2-s2.0-85124960850,"Occurrence and Distribution of Snake Species in Balochistan Province, Pakistan",Pakistan Journal of Zoology,2022-04-01T00:00:00.000Z,10.17582/JOURNAL.PJZ/20181111091150,0,Pakistan,2022
AGRI,SCOPUS_ID:85124960850,2-s2.0-85124960850,"Occurrence and Distribution of Snake Species in Balochistan Province, Pakistan",Pakistan Journal of Zoology,2022-04-01T00:00:00.000Z,10.17582/JOURNAL.PJZ/20181111091150,0,Thailand,2022
AGRI,SCOPUS_ID:85125063925,2-s2.0-85125063925,Nature relatedness: A protective factor for snake and spider fears and phobias,People and Nature,2022-06-01T00:00:00.000Z,10.1002/pan3.10303,7,Czech Republic,2022
AGRI,SCOPUS_ID:85125063925,2-s2.0-85125063925,Nature relatedness: A protective factor for snake and spider fears and phobias,People and Nature,2022-06-01T00:00:00.000Z,10.1002/pan3.10303,7,Hungary,2022
AGRI,SCOPUS_ID:85125063925,2-s2.0-85125063925,Nature relatedness: A protective factor for snake and spider fears and phobias,People and Nature,2022-06-01T00:00:00.000Z,10.1002/pan3.10303,7,Portugal,2022
AGRI,SCOPUS_ID:85125063925,2-s2.0-85125063925,Nature relatedness: A protective factor for snake and spider fears and phobias,People and Nature,2022-06-01T00:00:00.000Z,10.1002/pan3.10303,7,Thailand,2022
AGRI,SCOPUS_ID:85125186952,2-s2.0-85125186952,Tapioca Resistant Maltodextrin as a Carbohydrate Source of Oral Nutrition Supplement (ONS) on Metabolic Indicators: A Clinical Trial,Nutrients,2022-03-01T00:00:00.000Z,10.3390/nu14050916,3,Thailand,2022
AGRI,SCOPUS_ID:85125328705,2-s2.0-85125328705,"Comparison of Risk Assessment Schemes in GHPs and HACCP, FSMA Preventive Controls for Human Food, ISO 22000, and GFSI Recognized Standards with Risk Scoring Guidance in General Use with Fresh Produce",Horticulturae,2022-02-01T00:00:00.000Z,10.3390/horticulturae8020181,1,Thailand,2022
AGRI,SCOPUS_ID:85125417583,2-s2.0-85125417583,Molecular characterization of biosynthesis of polyunsaturated fatty acids during different developmental stages in the copepod Apocyclops royi,Aquaculture Reports,2022-04-01T00:00:00.000Z,10.1016/j.aqrep.2022.101064,5,Thailand,2022
AGRI,SCOPUS_ID:85125555887,2-s2.0-85125555887,Glycemic index and glycemic load of common fruit juices in Thailand,"Journal of Health, Population and Nutrition",2022-12-01T00:00:00.000Z,10.1186/s41043-022-00284-z,0,Thailand,2022
AGRI,SCOPUS_ID:85125690843,2-s2.0-85125690843,1.2.1 Clinical Evaluation and Anthropometry,World Review of Nutrition and Dietetics,2022-03-01T00:00:00.000Z,10.1159/000516718,1,Thailand,2022
AGRI,SCOPUS_ID:85125834183,2-s2.0-85125834183,"Hatakabb, a herbal extract, contains pyrogallol as the novel mediator inhibiting LPS-induced TNF-α production by NF-κB inactivation and HMOX-1 upregulation",Journal of Functional Foods,2022-03-01T00:00:00.000Z,10.1016/j.jff.2022.104992,1,Thailand,2022
AGRI,SCOPUS_ID:85126362796,2-s2.0-85126362796,Magnetized water: A way to enhance isoflavonoids in cultured Pueraria candollei var. mirifica cells,Industrial Crops and Products,2022-06-01T00:00:00.000Z,10.1016/j.indcrop.2022.114779,1,Thailand,2022
AGRI,SCOPUS_ID:85126538846,2-s2.0-85126538846,Controlling the in vitro gastrointestinal digestion of emulsified lipids by encapsulation within nanocellulose-fortified alginate beads,Food Structure,2022-04-01T00:00:00.000Z,10.1016/j.foostr.2022.100266,6,Thailand,2022
AGRI,SCOPUS_ID:85126538846,2-s2.0-85126538846,Controlling the in vitro gastrointestinal digestion of emulsified lipids by encapsulation within nanocellulose-fortified alginate beads,Food Structure,2022-04-01T00:00:00.000Z,10.1016/j.foostr.2022.100266,6,United States,2022
AGRI,SCOPUS_ID:85126576955,2-s2.0-85126576955,Combining mitochondrial DNA and morphological data to delineate four new millipede species and provisional assignment to the genus Apeuthes Hoffman & Keeton (Diplopoda: Spirobolida: Pachybolidae: Trigoniulinae),Invertebrate Systematics,2022-02-01T00:00:00.000Z,10.1071/IS21038,4,Belgium,2022
AGRI,SCOPUS_ID:85126576955,2-s2.0-85126576955,Combining mitochondrial DNA and morphological data to delineate four new millipede species and provisional assignment to the genus Apeuthes Hoffman & Keeton (Diplopoda: Spirobolida: Pachybolidae: Trigoniulinae),Invertebrate Systematics,2022-02-01T00:00:00.000Z,10.1071/IS21038,4,Thailand,2022
AGRI,SCOPUS_ID:85126633328,2-s2.0-85126633328,"Storage Stability of Chilled and Frozen Starch Gels as Affected by Blended Starch Formulation, Sucrose Syrup, and Coconut Milk",International Journal of Food Science,2022-01-01T00:00:00.000Z,10.1155/2022/9454229,0,Thailand,2022
AGRI,SCOPUS_ID:85126690757,2-s2.0-85126690757,"First reproduction of Panha's crocodile newt Tylototriton panhai in captivity, with a description of the courtship behaviour, eggs and larval development",Herpetological Bulletin,2022-03-01T00:00:00.000Z,10.33256/159.611,0,China,2022
AGRI,SCOPUS_ID:85126690757,2-s2.0-85126690757,"First reproduction of Panha's crocodile newt Tylototriton panhai in captivity, with a description of the courtship behaviour, eggs and larval development",Herpetological Bulletin,2022-03-01T00:00:00.000Z,10.33256/159.611,0,France,2022
AGRI,SCOPUS_ID:85126690757,2-s2.0-85126690757,"First reproduction of Panha's crocodile newt Tylototriton panhai in captivity, with a description of the courtship behaviour, eggs and larval development",Herpetological Bulletin,2022-03-01T00:00:00.000Z,10.33256/159.611,0,Thailand,2022
AGRI,SCOPUS_ID:85126802821,2-s2.0-85126802821,"Cellulose degrading bacteria isolated from Palangkaraya, Central Kalimantan, Indonesia as peat fiber decomposer to accelerate peat soil compression",Biodiversitas,2022-01-01T00:00:00.000Z,10.13057/biodiv/d230356,0,Indonesia,2022
AGRI,SCOPUS_ID:85126802821,2-s2.0-85126802821,"Cellulose degrading bacteria isolated from Palangkaraya, Central Kalimantan, Indonesia as peat fiber decomposer to accelerate peat soil compression",Biodiversitas,2022-01-01T00:00:00.000Z,10.13057/biodiv/d230356,0,Thailand,2022
AGRI,SCOPUS_ID:85127271444,2-s2.0-85127271444,Mating and Reproductive Success in Free-Ranging Stump-Tailed Macaques: Effectiveness of Male–Male Coalition Formation as a Reproductive Strategy,Frontiers in Ecology and Evolution,2022-03-07T00:00:00.000Z,10.3389/fevo.2022.802012,4,Japan,2022
AGRI,SCOPUS_ID:85127271444,2-s2.0-85127271444,Mating and Reproductive Success in Free-Ranging Stump-Tailed Macaques: Effectiveness of Male–Male Coalition Formation as a Reproductive Strategy,Frontiers in Ecology and Evolution,2022-03-07T00:00:00.000Z,10.3389/fevo.2022.802012,4,Malaysia,2022
